;Date;Close;High;Low;Open;Volume;Retornos
90;2024-04-21;64926.64453125;65723.2421875;64277.72265625;64992.81640625;20506644853;-0.1
91;2024-04-22;66837.6796875;67233.9609375;64548.1796875;64935.6328125;28282686673;2.94
92;2024-04-23;66407.2734375;67199.2421875;65864.8671875;66839.890625;24310975583;-0.64
93;2024-04-24;64276.8984375;67075.3671875;63589.87109375;66408.71875;30276655120;-3.21
94;2024-04-25;64481.70703125;65275.20703125;62783.6328125;64275.01953125;32155786816;0.32
95;2024-04-26;63755.3203125;64789.65625;63322.3984375;64485.37109375;24139372950;-1.13
96;2024-04-27;63419.140625;63898.36328125;62424.71875;63750.98828125;19530783039;-0.53
97;2024-04-28;63113.23046875;64321.484375;62793.59765625;63423.515625;17334827993;-0.48
98;2024-04-29;63841.12109375;64174.87890625;61795.45703125;63106.36328125;26635912073;1.15
99;2024-04-30;60636.85546875;64703.33203125;59120.06640625;63839.41796875;37840840057;-5.02
100;2024-05-01;58254.01171875;60780.5;56555.29296875;60609.49609375;48439780271;-3.93
101;2024-05-02;59123.43359375;59602.296875;56937.203125;58253.703125;32711813559;1.49
102;2024-05-03;62889.8359375;63320.50390625;58848.3125;59122.30078125;33172023048;6.37
103;2024-05-04;63891.47265625;64494.95703125;62599.3515625;62891.03125;20620477992;1.59
104;2024-05-05;64031.1328125;64610.890625;62955.3046875;63892.453125;18296164805;0.22
105;2024-05-06;63161.94921875;65494.90234375;62746.23828125;64038.3125;28697928697;-1.36
106;2024-05-07;62334.81640625;64390.45703125;62285.98046875;63162.76171875;25930730982;-1.31
107;2024-05-08;61187.94140625;62986.0859375;60877.12890625;62332.640625;26088172222;-1.84
108;2024-05-09;63049.9609375;63404.9140625;60648.07421875;61191.19921875;25453338161;3.04
109;2024-05-10;60792.77734375;63446.7421875;60208.78125;63055.19140625;27804954694;-3.58
110;2024-05-11;60793.7109375;61451.15234375;60492.625;60793.35546875;13842272968;0.0
111;2024-05-12;61448.39453125;61818.15625;60632.6015625;60793.50390625;13800459405;1.08
112;2024-05-13;62901.44921875;63422.66015625;60769.83984375;61451.21875;27889181179;2.36
113;2024-05-14;61552.7890625;63092.125;61123.765625;62900.7734375;28186271527;-2.14
114;2024-05-15;66267.4921875;66454.453125;61330.41015625;61553.98828125;39815167074;7.66
115;2024-05-16;65231.58203125;66712.4296875;64613.0546875;66256.109375;31573077994;-1.56
116;2024-05-17;67051.875;67459.4609375;65119.31640625;65231.296875;28031279310;2.79
117;2024-05-18;66940.8046875;67387.328125;66663.5;67066.2109375;16712277406;-0.17
118;2024-05-19;66278.3671875;67694.296875;65937.1796875;66937.9296875;19249094538;-0.99
119;2024-05-20;71448.1953125;71483.5625;66086.171875;66278.7421875;43850655717;7.8
120;2024-05-21;70136.53125;71946.4609375;69191.125;71443.0625;46932005990;-1.84
121;2024-05-22;69122.3359375;70623.6953125;68977.6953125;70135.3203125;32802561717;-1.45
122;2024-05-23;67929.5625;70041.2734375;66356.953125;69121.3046875;41895680979;-1.73
123;2024-05-24;68526.1015625;69220.296875;66622.671875;67928.1328125;29197308153;0.88
124;2024-05-25;69265.9453125;69579.3203125;68515.8203125;68526.921875;15473071741;1.08
125;2024-05-26;68518.09375;69506.2265625;68183.890625;69264.2890625;15628433737;-1.08
126;2024-05-27;69394.5546875;70597.8828125;68232.5;68512.1796875;25870990717;1.28
127;2024-05-28;68296.21875;69514.640625;67227.15625;69392.1953125;32722265965;-1.58
128;2024-05-29;67578.09375;68852.4609375;67101.4921875;68296.3515625;26707072906;-1.05
129;2024-05-30;68364.9921875;69500.5390625;67118.078125;67576.0859375;29509712534;1.16
130;2024-05-31;67491.4140625;68999.5625;66633.421875;68362.515625;27387283769;-1.28
131;2024-06-01;67706.9375;67839.765625;67386.1953125;67489.609375;11641495604;0.32
132;2024-06-02;67751.6015625;68409.1640625;67315.5234375;67710.2734375;17110588415;0.07
133;2024-06-03;68804.78125;70230.8203125;67589.8359375;67753.8984375;32401285324;1.55
134;2024-06-04;70567.765625;71047.40625;68564.640625;68804.5703125;33149696545;2.56
135;2024-06-05;71082.8203125;71735.4140625;70390.7109375;70568.3515625;32810771409;0.73
136;2024-06-06;70757.1640625;71625.734375;70119.125;71082.84375;25223152007;-0.46
137;2024-06-07;69342.5859375;71907.8515625;68507.2578125;70759.1875;36188381096;-2.0
138;2024-06-08;69305.7734375;69533.3203125;69210.7421875;69324.1796875;14262185861;-0.05
139;2024-06-09;69647.9921875;69817.5234375;69160.84375;69297.4921875;13534028500;0.49
140;2024-06-10;69512.28125;70146.0703125;69232.421875;69644.3125;20597699541;-0.19
141;2024-06-11;67332.03125;69549.4140625;66123.6015625;69508.078125;37116136345;-3.14
142;2024-06-12;68241.1875;69977.890625;66902.453125;67321.375;34497940694;1.35
143;2024-06-13;66756.3984375;68365.78125;66304.5625;68243.1015625;28955204146;-2.18
144;2024-06-14;66011.09375;67294.6484375;65056.89453125;66747.5703125;27403884779;-1.12
145;2024-06-15;66191.0;66402.1875;65871.7734375;66006.7421875;14121265576;0.27
146;2024-06-16;66639.046875;66894.84375;66018.25;66189.359375;13281140541;0.68
147;2024-06-17;66490.296875;67188.3203125;65094.96484375;66636.515625;30006354476;-0.22
148;2024-06-18;65140.74609375;66556.703125;64066.95703125;66490.9765625;39481285950;-2.03
149;2024-06-19;64960.296875;65695.3515625;64693.30078125;65146.66015625;21103423504;-0.28
150;2024-06-20;64828.65625;66438.9609375;64547.84765625;64960.296875;25641109124;-0.2
151;2024-06-21;64096.19921875;65007.546875;63378.89453125;64837.98828125;26188171739;-1.13
152;2024-06-22;64252.578125;64475.46875;63929.7578125;64113.86328125;9858198793;0.24
153;2024-06-23;63180.796875;64491.703125;63180.796875;64248.96484375;11170471802;-1.67
154;2024-06-24;60277.4140625;63292.52734375;58601.69921875;63173.3515625;43152133651;-4.6
155;2024-06-25;61804.640625;62258.26171875;60239.75;60266.28125;29201215431;2.53
156;2024-06-26;60811.27734375;62434.13671875;60695.1875;61789.67578125;22506003064;-1.61
157;2024-06-27;61604.80078125;62293.86328125;60585.33203125;60811.2265625;21231745045;1.3
158;2024-06-28;60320.13671875;62126.09765625;59985.40234375;61612.8046875;24952866877;-2.09
159;2024-06-29;60887.37890625;61097.62109375;60300.96484375;60319.875;12652903396;0.94
160;2024-06-30;62678.29296875;62892.828125;60632.94921875;60888.4453125;17333226409;2.94
161;2024-07-01;62851.98046875;63777.2265625;62495.51171875;62673.60546875;25468379421;0.28
162;2024-07-02;62029.015625;63203.359375;61752.74609375;62844.41015625;20151616992;-1.31
163;2024-07-03;60173.921875;62187.703125;59419.38671875;62034.33203125;29756701685;-2.99
164;2024-07-04;56977.703125;60399.67578125;56777.8046875;60147.13671875;41149609230;-5.31
165;2024-07-05;56662.375;57497.15234375;53717.375;57022.80859375;55417544033;-0.55
166;2024-07-06;58303.5390625;58472.546875;56038.9609375;56659.07421875;20610320577;2.9
167;2024-07-07;55849.109375;58371.12109375;55793.32421875;58239.4296875;20553359505;-4.21
168;2024-07-08;56705.09765625;58131.3359375;54321.01953125;55849.57421875;39766159899;1.53
169;2024-07-09;58009.2265625;58239.1953125;56316.875;56704.59765625;27849512607;2.3
170;2024-07-10;57742.49609375;59359.43359375;57178.4140625;58033.8828125;26175260526;-0.46
171;2024-07-11;57344.9140625;59299.43359375;57120.37890625;57729.890625;28707803842;-0.69
172;2024-07-12;57899.46484375;58532.5546875;56590.17578125;57341.1953125;25604805221;0.97
173;2024-07-13;59231.953125;59787.078125;57796.44140625;57908.73828125;17080061806;2.3
174;2024-07-14;60787.79296875;61329.52734375;59225.25;59225.25;22223416061;2.63
175;2024-07-15;64870.15234375;64870.15234375;60704.9296875;60815.45703125;38094526099;6.72
176;2024-07-16;65097.1484375;65354.33984375;62487.96875;64784.41796875;41617346768;0.35
177;2024-07-17;64118.79296875;66066.734375;63896.0859375;65091.83203125;32525071311;-1.5
178;2024-07-18;63974.06640625;65104.66015625;63246.1640625;64104.73828125;27239305337;-0.23
179;2024-07-19;66710.15625;67442.640625;63329.34375;63972.32421875;37003855410;4.28
180;2024-07-20;67163.6484375;67610.734375;66299.6171875;66709.921875;19029581250;0.68
181;2024-07-21;68154.5234375;68372.90625;65842.296875;67164.9140625;26652190004;1.48
182;2024-07-22;67585.25;68480.0625;66611.296875;68152.9765625;42649109453;-0.84
183;2024-07-23;65927.671875;67779.015625;65484.4609375;67584.8046875;35605668666;-2.45
184;2024-07-24;65372.1328125;67113.984375;65146.99609375;65927.859375;27470942309;-0.84
185;2024-07-25;65777.2265625;66112.421875;63473.47265625;65375.875;38315761670;0.62
186;2024-07-26;67912.0625;68207.6015625;65743.765625;65771.8125;30488630457;3.25
187;2024-07-27;67813.3359375;69398.5078125;66705.21875;67911.8125;34691905492;-0.15
188;2024-07-28;68255.8671875;68301.8515625;67085.828125;67808.65625;18043166945;0.65
189;2024-07-29;66819.9140625;69987.5390625;66532.59375;68259.0546875;40780682628;-2.1
190;2024-07-30;66201.015625;66987.671875;65323.19140625;66819.0546875;31380492109;-0.93
191;2024-07-31;64619.25;66810.2109375;64532.046875;66201.2734375;31292785994;-2.39
192;2024-08-01;65357.5;65593.2421875;62248.94140625;64625.83984375;40975554494;1.14
193;2024-08-02;61415.06640625;65523.22265625;61184.89453125;65353.5;43060875727;-6.03
194;2024-08-03;60680.09375;62148.37109375;59836.52734375;61414.80859375;31753030589;-1.2
195;2024-08-04;58116.9765625;61062.98828125;57210.8046875;60676.09375;31758917219;-4.22
196;2024-08-05;53991.45703125;58268.828125;49121.23828125;58110.296875;108991085584;-7.1
197;2024-08-06;56034.31640625;57059.91796875;53973.2734375;53991.34765625;49300484106;3.78
198;2024-08-07;55027.4609375;57726.8828125;54620.5078125;56040.6328125;41637562185;-1.8
199;2024-08-08;61710.13671875;62673.765625;54766.7265625;55030.02734375;45298472567;12.14
200;2024-08-09;60880.11328125;61751.86328125;59587.859375;61728.20703125;33425553115;-1.35
201;2024-08-10;60945.8125;61464.51171875;60287.56640625;60881.23046875;15745822278;0.11
202;2024-08-11;58719.484375;61778.66015625;58348.82421875;60944.890625;22759754812;-3.65
203;2024-08-12;59354.515625;60680.33203125;57688.8984375;58719.39453125;37078637820;1.08
204;2024-08-13;60609.56640625;61572.3984375;58506.25390625;59356.20703125;30327698167;2.11
205;2024-08-14;58737.26953125;61687.7578125;58472.875;60611.05078125;29961696180;-3.09
206;2024-08-15;57560.09765625;59838.6484375;56161.59375;58733.26171875;35682112440;-2.0
207;2024-08-16;58894.10546875;59847.359375;57110.01953125;57560.2734375;29350938673;2.32
208;2024-08-17;59478.97265625;59694.66796875;58814.83203125;58893.53125;13589684021;0.99
209;2024-08-18;58483.96484375;60262.71875;58445.40234375;59468.1328125;17740625837;-1.67
210;2024-08-19;59493.453125;59612.66015625;57864.7109375;58480.7109375;25911207712;1.73
211;2024-08-20;59012.79296875;61396.328125;58610.8828125;59493.453125;31613400008;-0.81
212;2024-08-21;61175.19140625;61834.3515625;58823.4453125;59014.98828125;32731154072;3.66
213;2024-08-22;60381.9140625;61408.109375;59815.25390625;61168.31640625;27625734377;-1.3
214;2024-08-23;64094.35546875;64947.0625;60372.05078125;60380.953125;42530509233;6.15
215;2024-08-24;64178.9921875;64513.7890625;63619.91796875;64103.87109375;21430585163;0.13
216;2024-08-25;64333.54296875;64996.421875;63833.51953125;64176.3671875;18827683555;0.24
217;2024-08-26;62880.66015625;64489.70703125;62849.55859375;64342.2265625;27682040631;-2.26
218;2024-08-27;59504.1328125;63210.796875;58116.75;62879.70703125;39103882198;-5.37
219;2024-08-28;59027.625;60236.44921875;57890.67578125;59507.92578125;40289564698;-0.8
220;2024-08-29;59388.1796875;61184.08203125;58786.2265625;59027.46875;32224990582;0.61
221;2024-08-30;59119.4765625;59896.88671875;57768.53125;59388.6015625;32292756405;-0.45
222;2024-08-31;58969.8984375;59432.59375;58768.78515625;59117.48046875;12403470760;-0.25
223;2024-09-01;57325.48828125;59062.0703125;57217.82421875;58969.80078125;24592449997;-2.79
224;2024-09-02;59112.48046875;59403.0703125;57136.02734375;57326.96875;27036454524;3.12
225;2024-09-03;57431.0234375;59815.05859375;57425.16796875;59106.19140625;26666961053;-2.84
226;2024-09-04;57971.5390625;58511.5703125;55673.1640625;57430.34765625;35627680312;0.94
227;2024-09-05;56160.48828125;58300.58203125;55712.453125;57971.703125;31030280656;-3.12
228;2024-09-06;53948.75390625;56976.109375;52598.69921875;56160.19140625;49361693566;-3.94
229;2024-09-07;54139.6875;54838.14453125;53740.0703125;53949.0859375;19061486526;0.35
230;2024-09-08;54841.56640625;55300.859375;53653.7578125;54147.93359375;18268287531;1.3
231;2024-09-09;57019.53515625;58041.125;54598.43359375;54851.88671875;34618096173;3.97
232;2024-09-10;57648.7109375;58029.9765625;56419.4140625;57020.09765625;28857630507;1.1
233;2024-09-11;57343.171875;57991.3203125;55567.33984375;57650.2890625;37049062672;-0.53
234;2024-09-12;58127.01171875;58534.359375;57330.1015625;57343.171875;33835707949;1.37
235;2024-09-13;60571.30078125;60648.0234375;57650.11328125;58130.32421875;32490528356;4.21
236;2024-09-14;60005.12109375;60656.72265625;59517.8828125;60569.1171875;16428405496;-0.93
237;2024-09-15;59182.8359375;60381.91796875;58696.30859375;60000.7265625;18120960867;-1.37
238;2024-09-16;58192.5078125;59205.51171875;57501.33984375;59185.2265625;32032822113;-1.67
239;2024-09-17;60308.5390625;61316.08984375;57628.0703125;58192.5078125;38075570118;3.64
240;2024-09-18;61649.6796875;61664.06640625;59218.25390625;60309.0;40990702891;2.22
241;2024-09-19;62940.45703125;63872.44140625;61609.8671875;61651.15625;42710252573;2.09
242;2024-09-20;63192.9765625;64119.53125;62364.60546875;62941.42578125;35177164222;0.4
243;2024-09-21;63394.83984375;63543.359375;62783.10546875;63184.33984375;14408616220;0.32
244;2024-09-22;63648.7109375;63993.421875;62440.7265625;63396.8046875;20183348802;0.4
245;2024-09-23;63329.80078125;64733.55859375;62628.078125;63643.1015625;31400285425;-0.5
246;2024-09-24;64301.96875;64695.21484375;62737.41796875;63326.83984375;29938335243;1.54
247;2024-09-25;63143.14453125;64804.50390625;62945.375;64302.58984375;25078377700;-1.8
248;2024-09-26;65181.01953125;65790.796875;62669.26953125;63138.546875;36873129847;3.23
249;2024-09-27;65790.6640625;66480.6953125;64852.9921875;65180.6640625;32058813449;0.94
250;2024-09-28;65887.6484375;66255.53125;65458.03515625;65792.1796875;15243637984;0.15
251;2024-09-29;65635.3046875;66069.34375;65450.015625;65888.8984375;14788214575;-0.38
252;2024-09-30;63329.5;65635.0546875;62873.6171875;65634.65625;37112957475;-3.51
253;2024-10-01;60837.0078125;64110.98046875;60189.27734375;63335.60546875;50220923500;-3.94
254;2024-10-02;60632.78515625;62357.6875;59996.94921875;60836.32421875;40762722398;-0.34
255;2024-10-03;60759.40234375;61469.0390625;59878.8046875;60632.484375;36106447279;0.21
256;2024-10-04;62067.4765625;62465.9921875;60459.94140625;60754.625;29585472513;2.15
257;2024-10-05;62089.94921875;62371.0234375;61689.58203125;62067.609375;13305410749;0.04
258;2024-10-06;62818.953125;62959.5703125;61833.1484375;62084.98828125;14776233667;1.17
259;2024-10-07;62236.66015625;64443.70703125;62152.55078125;62819.109375;34253562610;-0.93
260;2024-10-08;62131.96875;63174.3046875;61843.5625;62221.64453125;28134475157;-0.17
261;2024-10-09;60582.1015625;62508.8359375;60314.61328125;62131.7265625;27670982363;-2.49
262;2024-10-10;60274.5;61236.72265625;58895.20703125;60581.9296875;30452813570;-0.51
263;2024-10-11;62445.08984375;63400.87109375;60046.125;60275.4609375;30327141594;3.6
264;2024-10-12;63193.0234375;63448.78515625;62443.26953125;62444.6171875;16744110886;1.2
265;2024-10-13;62851.375;63272.65234375;62035.63671875;63192.9453125;18177529690;-0.54
266;2024-10-14;66046.125;66482.4921875;62442.15234375;62848.3984375;43706958056;5.08
267;2024-10-15;67041.109375;67881.6796875;64809.1953125;66050.3671875;48863870879;1.51
268;2024-10-16;67612.71875;68375.2890625;66758.7265625;67042.4609375;38195189534;0.85
269;2024-10-17;67399.8359375;67912.2109375;66647.390625;67617.078125;32790898511;-0.31
270;2024-10-18;68418.7890625;68969.75;67177.8203125;67419.109375;36857165014;1.51
271;2024-10-19;68362.734375;68668.0078125;68024.640625;68418.9765625;14443497908;-0.08
272;2024-10-20;69001.703125;69359.0078125;68105.71875;68364.1796875;18975847518;0.93
273;2024-10-21;67367.8515625;69462.734375;66829.8515625;69002.0;37498611780;-2.37
274;2024-10-22;67361.40625;67801.578125;66581.3671875;67360.703125;31808472566;-0.01
275;2024-10-23;66432.1953125;67402.7421875;65188.03515625;67362.375;32263980353;-1.38
276;2024-10-24;68161.0546875;68798.9609375;66454.1015625;66653.703125;31414428647;2.6
277;2024-10-25;66642.4140625;68722.15625;65521.79296875;68165.296875;41469984306;-2.23
278;2024-10-26;67014.6953125;67317.921875;66360.59375;66628.734375;19588098156;0.56
279;2024-10-27;67929.296875;68221.3125;66847.2265625;67023.4765625;16721307878;1.36
280;2024-10-28;69907.7578125;70212.265625;67535.1328125;67922.671875;38799856657;2.91
281;2024-10-29;72720.4921875;73577.2109375;69729.9140625;69910.046875;58541874402;4.02
282;2024-10-30;72339.5390625;72905.296875;71411.734375;72715.3671875;40646637831;-0.52
283;2024-10-31;70215.1875;72662.3125;69590.5;72335.046875;40627912076;-2.94
284;2024-11-01;69482.46875;71559.015625;68779.703125;70216.8984375;49989795365;-1.04
285;2024-11-02;69289.2734375;69867.3515625;69033.71875;69486.0234375;18184612091;-0.28
286;2024-11-03;68741.1171875;69361.65625;67482.5234375;69296.3828125;34868307655;-0.79
287;2024-11-04;67811.5078125;69433.1796875;66803.6484375;68742.1328125;41184819348;-1.35
288;2024-11-05;69359.5625;70522.7890625;67458.8671875;67811.171875;46046889204;2.28
289;2024-11-06;75639.078125;76460.15625;69322.03125;69358.5;118592653963;9.05
290;2024-11-07;75904.859375;76943.1171875;74480.421875;75637.0859375;63467654989;0.35
291;2024-11-08;76545.4765625;77252.75;75648.7421875;75902.8359375;55176858003;0.84
292;2024-11-09;76778.8671875;76932.765625;75773.7890625;76556.1875;29009480361;0.3
293;2024-11-10;80474.1875;81474.421875;76565.4296875;76775.546875;82570594495;4.81
294;2024-11-11;88701.484375;89604.5;80283.25;80471.4140625;117966845037;10.22
295;2024-11-12;87955.8125;89956.8828125;85155.109375;88705.5625;133673285375;-0.84
296;2024-11-13;90584.1640625;93434.3515625;86256.9296875;87929.96875;123559027869;2.99
297;2024-11-14;87250.4296875;91765.21875;86682.8125;90574.8828125;87616705248;-3.68
298;2024-11-15;91066.0078125;91868.7421875;87124.8984375;87284.1796875;78243109518;4.37
299;2024-11-16;90558.4765625;91763.9453125;90094.2265625;91064.3671875;44333192814;-0.56
300;2024-11-17;89845.8515625;91433.0390625;88741.6640625;90558.4609375;46350159305;-0.79
301;2024-11-18;90542.640625;92596.7890625;89393.59375;89843.71875;75535775084;0.78
302;2024-11-19;92343.7890625;94002.8671875;90426.984375;90536.8125;74521048295;1.99
303;2024-11-20;94339.4921875;94902.0234375;91619.5;92341.890625;71730956426;2.16
304;2024-11-21;98504.7265625;99014.21875;94132.6015625;94334.640625;106024505582;4.42
305;2024-11-22;98997.6640625;99655.5;97222.6640625;98496.4296875;78473580551;0.5
306;2024-11-23;97777.28125;99014.6796875;97232.890625;99006.7421875;44414644677;-1.23
307;2024-11-24;98013.8203125;98647.1796875;95788.078125;97778.09375;51712020623;0.24
308;2024-11-25;93102.296875;98935.03125;92642.9140625;98033.4453125;80909462490;-5.01
309;2024-11-26;91985.3203125;94991.75;90770.8125;93087.28125;91656519855;-1.2
