Date;Open;High;Low;Close;Adj Close;Volume
2017-06-30;22.899999618530273;23.450000762939453;22.899999618530273;23.450000762939453;23.450000762939453;158000
2017-07-03;23.450000762939453;23.760000228881836;23.3799991607666;23.760000228881836;23.760000228881836;333200
2017-07-04;23.700000762939453;23.920000076293945;23.639999389648438;23.920000076293945;23.920000076293945;23400
2017-07-05;23.649999618530273;24.270000457763672;23.6200008392334;24.270000457763672;24.270000457763672;320500
2017-07-06;24.049999237060547;24.40999984741211;23.799999237060547;24.170000076293945;24.170000076293945;266600
2017-07-07;24.260000228881836;25.3700008392334;24.100000381469727;25.030000686645508;25.030000686645508;546400
2017-07-10;25.040000915527344;25.65999984741211;25.0;25.299999237060547;25.299999237060547;132700
2017-07-11;25.459999084472656;25.459999084472656;24.829999923706055;24.959999084472656;24.959999084472656;103100
2017-07-12;25.469999313354492;25.469999313354492;24.809999465942383;24.959999084472656;24.959999084472656;113200
2017-07-13;25.290000915527344;25.450000762939453;25.09000015258789;25.09000015258789;25.09000015258789;124000
2017-07-14;25.110000610351562;25.420000076293945;25.0;25.209999084472656;25.209999084472656;147800
2017-07-17;25.200000762939453;25.989999771118164;25.010000228881836;25.8700008392334;25.8700008392334;394800
2017-07-18;25.979999542236328;26.3700008392334;25.799999237060547;26.079999923706055;26.079999923706055;370300
2017-07-19;26.139999389648438;26.75;26.139999389648438;26.5;26.5;178400
2017-07-20;26.540000915527344;26.540000915527344;25.700000762939453;26.0;26.0;251600
2017-07-21;25.979999542236328;26.25;25.350000381469727;26.25;26.25;94600
2017-07-24;26.270000457763672;26.450000762939453;26.059999465942383;26.329999923706055;26.329999923706055;624500
2017-07-25;26.329999923706055;26.649999618530273;26.299999237060547;26.530000686645508;26.530000686645508;160700
2017-07-26;26.530000686645508;26.739999771118164;26.25;26.700000762939453;26.700000762939453;286900
2017-07-27;26.719999313354492;26.780000686645508;26.170000076293945;26.600000381469727;26.600000381469727;349600
2017-07-28;26.450000762939453;26.75;25.6200008392334;26.610000610351562;26.610000610351562;202300
2017-07-31;26.600000381469727;27.739999771118164;26.399999618530273;27.299999237060547;27.299999237060547;237000
2017-08-01;27.299999237060547;27.719999313354492;26.700000762939453;27.200000762939453;27.200000762939453;231300
2017-08-02;27.0;27.5;26.770000457763672;27.420000076293945;27.420000076293945;658300
2017-08-03;27.229999542236328;28.040000915527344;27.15999984741211;28.040000915527344;28.040000915527344;509500
2017-08-04;28.079999923706055;28.360000610351562;27.5;27.799999237060547;27.799999237060547;1453100
2017-08-07;27.899999618530273;28.079999923706055;27.530000686645508;27.6200008392334;27.6200008392334;101100
2017-08-08;27.719999313354492;28.229999542236328;27.56999969482422;27.700000762939453;27.700000762939453;199200
2017-08-09;27.610000610351562;28.149999618530273;27.0;28.0;28.0;307100
2017-08-10;27.729999542236328;27.75;26.760000228881836;27.489999771118164;27.489999771118164;224400
2017-08-11;27.489999771118164;27.489999771118164;26.149999618530273;27.0;27.0;475200
2017-08-14;27.200000762939453;27.959999084472656;27.040000915527344;27.5;27.5;272300
2017-08-15;27.700000762939453;27.899999618530273;27.110000610351562;27.209999084472656;27.209999084472656;148900
2017-08-16;27.170000076293945;27.489999771118164;26.889999389648438;27.399999618530273;27.399999618530273;152700
2017-08-17;27.209999084472656;27.209999084472656;26.3799991607666;26.600000381469727;26.600000381469727;176300
2017-08-18;26.75;27.350000381469727;25.93000030517578;26.700000762939453;26.700000762939453;193800
2017-08-21;26.700000762939453;26.75;26.170000076293945;26.200000762939453;26.200000762939453;128700
2017-08-22;26.399999618530273;26.780000686645508;26.0;26.700000762939453;26.700000762939453;188700
2017-08-23;26.510000228881836;26.790000915527344;25.8799991607666;26.0;26.0;276200
2017-08-24;26.010000228881836;26.350000381469727;26.010000228881836;26.100000381469727;26.100000381469727;197000
2017-08-25;26.350000381469727;26.399999618530273;26.110000610351562;26.399999618530273;26.399999618530273;210600
2017-08-28;26.399999618530273;26.5;26.0;26.100000381469727;26.100000381469727;216400
2017-08-29;26.149999618530273;26.5;26.049999237060547;26.299999237060547;26.299999237060547;91900
2017-08-30;26.219999313354492;26.3700008392334;25.68000030517578;26.149999618530273;26.149999618530273;178600
2017-08-31;26.149999618530273;26.600000381469727;25.5;26.549999237060547;26.549999237060547;212200
2017-09-01;26.549999237060547;26.889999389648438;26.329999923706055;26.889999389648438;26.889999389648438;371400
2017-09-04;27.0;27.360000610351562;26.899999618530273;27.18000030517578;27.18000030517578;227100
2017-09-05;27.25;27.59000015258789;26.8799991607666;27.309999465942383;27.309999465942383;395200
2017-09-06;27.270000457763672;27.860000610351562;27.149999618530273;27.84000015258789;27.84000015258789;570200
2017-09-07;27.84000015258789;27.84000015258789;27.84000015258789;27.84000015258789;27.84000015258789;0
2017-09-08;27.84000015258789;27.84000015258789;27.299999237060547;27.639999389648438;27.639999389648438;364300
2017-09-11;27.690000534057617;27.989999771118164;27.440000534057617;27.899999618530273;27.899999618530273;593500
2017-09-12;28.0;28.0;26.200000762939453;26.440000534057617;26.440000534057617;3393500
2017-09-13;26.700000762939453;27.90999984741211;26.219999313354492;27.90999984741211;27.90999984741211;1077500
2017-09-14;27.799999237060547;29.700000762939453;27.5;28.809999465942383;28.809999465942383;1248100
2017-09-15;28.299999237060547;30.25;28.209999084472656;30.0;30.0;6328900
2017-09-18;30.219999313354492;30.399999618530273;29.690000534057617;29.809999465942383;29.809999465942383;1198600
2017-09-19;29.850000381469727;30.040000915527344;28.5;30.040000915527344;30.040000915527344;1967300
2017-09-20;30.049999237060547;30.719999313354492;29.68000030517578;30.309999465942383;30.309999465942383;1497400
2017-09-21;30.239999771118164;30.889999389648438;29.75;30.389999389648438;30.389999389648438;1047600
2017-09-22;30.1299991607666;30.139999389648438;29.40999984741211;29.850000381469727;29.850000381469727;263000
2017-09-25;29.93000030517578;30.149999618530273;27.899999618530273;29.399999618530273;29.399999618530273;461800
2017-09-26;29.389999389648438;29.670000076293945;28.700000762939453;28.8799991607666;28.8799991607666;222100
2017-09-27;28.90999984741211;29.15999984741211;27.559999465942383;28.770000457763672;28.770000457763672;1454900
2017-09-28;28.549999237060547;28.549999237060547;27.790000915527344;28.25;28.25;353400
2017-09-29;28.31999969482422;29.200000762939453;28.299999237060547;29.200000762939453;29.200000762939453;779100
2017-10-02;29.200000762939453;29.200000762939453;28.719999313354492;28.719999313354492;28.719999313354492;538100
2017-10-03;28.600000381469727;30.399999618530273;28.600000381469727;29.899999618530273;29.899999618530273;386900
2017-10-04;29.799999237060547;30.15999984741211;29.399999618530273;29.899999618530273;29.899999618530273;475800
2017-10-05;30.100000381469727;30.600000381469727;30.059999465942383;30.1200008392334;30.1200008392334;322600
2017-10-06;29.690000534057617;30.440000534057617;29.5;30.059999465942383;30.059999465942383;271800
2017-10-09;30.149999618530273;30.350000381469727;29.719999313354492;30.0;30.0;341900
2017-10-10;30.200000762939453;30.850000381469727;30.100000381469727;30.399999618530273;30.399999618530273;444000
2017-10-11;30.510000228881836;30.520000457763672;29.549999237060547;29.850000381469727;29.850000381469727;585900
2017-10-12;29.850000381469727;29.850000381469727;29.850000381469727;29.850000381469727;29.850000381469727;0
2017-10-13;29.889999389648438;29.889999389648438;29.020000457763672;29.200000762939453;29.200000762939453;409800
2017-10-16;29.110000610351562;29.270000457763672;27.760000228881836;28.709999084472656;28.709999084472656;870200
2017-10-17;28.5;28.6299991607666;28.049999237060547;28.450000762939453;28.450000762939453;445400
2017-10-18;28.59000015258789;29.25;28.469999313354492;28.90999984741211;28.90999984741211;402400
2017-10-19;28.899999618530273;29.190000534057617;27.559999465942383;28.5;28.5;761200
2017-10-20;28.709999084472656;29.350000381469727;28.5;29.299999237060547;29.299999237060547;335400
2017-10-23;29.139999389648438;29.489999771118164;28.649999618530273;29.059999465942383;29.059999465942383;480200
2017-10-24;28.8700008392334;29.989999771118164;28.540000915527344;29.969999313354492;29.969999313354492;705100
2017-10-25;29.989999771118164;30.520000457763672;29.510000228881836;30.0;30.0;524700
2017-10-26;29.739999771118164;29.989999771118164;29.34000015258789;29.600000381469727;29.600000381469727;1893300
2017-10-27;29.440000534057617;29.940000534057617;29.280000686645508;29.940000534057617;29.940000534057617;418800
2017-10-30;29.700000762939453;29.700000762939453;28.209999084472656;28.5;28.5;413500
2017-10-31;28.5;28.5;27.399999618530273;27.399999618530273;27.399999618530273;425300
2017-11-01;27.5;27.950000762939453;27.0;27.360000610351562;27.360000610351562;953500
2017-11-02;27.360000610351562;27.360000610351562;27.360000610351562;27.360000610351562;27.360000610351562;0
2017-11-03;27.360000610351562;27.68000030517578;26.350000381469727;26.799999237060547;26.799999237060547;680900
2017-11-06;27.59000015258789;27.59000015258789;26.56999969482422;26.84000015258789;26.84000015258789;195200
2017-11-07;26.399999618530273;26.579999923706055;25.450000762939453;25.899999618530273;25.899999618530273;794600
2017-11-08;26.149999618530273;27.299999237060547;26.110000610351562;27.0;27.0;873400
2017-11-09;27.760000228881836;28.90999984741211;26.799999237060547;27.200000762939453;27.200000762939453;1100500
2017-11-10;27.450000762939453;27.700000762939453;26.549999237060547;27.09000015258789;27.09000015258789;660500
2017-11-13;27.149999618530273;27.190000534057617;26.3700008392334;26.799999237060547;26.799999237060547;495800
2017-11-14;26.850000381469727;27.0;26.110000610351562;26.440000534057617;26.440000534057617;680100
2017-11-15;26.440000534057617;26.440000534057617;26.440000534057617;26.440000534057617;26.440000534057617;0
2017-11-16;26.270000457763672;26.899999618530273;26.270000457763672;26.700000762939453;26.700000762939453;1300600
2017-11-17;26.920000076293945;26.920000076293945;26.549999237060547;26.729999542236328;26.729999542236328;413000
2017-11-20;26.729999542236328;26.729999542236328;26.729999542236328;26.729999542236328;26.729999542236328;0
2017-11-21;27.299999237060547;28.5;27.030000686645508;28.0;28.0;2426300
2017-11-22;28.049999237060547;28.100000381469727;27.299999237060547;27.8799991607666;27.8799991607666;706200
2017-11-23;27.639999389648438;28.399999618530273;27.479999542236328;27.809999465942383;27.809999465942383;152700
2017-11-24;28.040000915527344;28.200000762939453;27.760000228881836;28.09000015258789;28.09000015258789;287000
2017-11-27;28.049999237060547;28.200000762939453;27.760000228881836;27.959999084472656;27.959999084472656;230200
2017-11-28;27.770000457763672;28.34000015258789;27.770000457763672;28.149999618530273;28.149999618530273;426400
2017-11-29;28.149999618530273;28.309999465942383;27.65999984741211;27.75;27.75;415300
2017-11-30;27.329999923706055;27.440000534057617;25.989999771118164;26.8700008392334;26.8700008392334;1283300
2017-12-01;26.850000381469727;27.260000228881836;26.3799991607666;26.950000762939453;26.950000762939453;758400
2017-12-04;26.989999771118164;27.65999984741211;26.989999771118164;27.25;27.25;1604000
2017-12-05;27.280000686645508;27.690000534057617;27.030000686645508;27.06999969482422;27.06999969482422;1118300
2017-12-06;27.0;27.290000915527344;26.850000381469727;27.0;27.0;593300
2017-12-07;26.989999771118164;27.40999984741211;26.299999237060547;26.989999771118164;26.989999771118164;613300
2017-12-08;27.059999465942383;27.780000686645508;26.850000381469727;26.899999618530273;26.899999618530273;5397500
2017-12-11;27.09000015258789;27.100000381469727;26.34000015258789;26.700000762939453;26.700000762939453;471400
2017-12-12;26.43000030517578;27.040000915527344;26.15999984741211;26.829999923706055;26.829999923706055;442000
2017-12-13;27.299999237060547;27.299999237060547;26.40999984741211;26.549999237060547;26.549999237060547;1188500
2017-12-14;26.260000228881836;26.549999237060547;25.8700008392334;26.280000686645508;26.280000686645508;1320800
2017-12-15;26.540000915527344;26.6200008392334;25.600000381469727;25.600000381469727;25.600000381469727;4854600
2017-12-18;26.010000228881836;26.010000228881836;25.709999084472656;25.799999237060547;25.799999237060547;638000
2017-12-19;25.84000015258789;25.969999313354492;25.510000228881836;25.899999618530273;25.899999618530273;408200
2017-12-20;26.06999969482422;26.350000381469727;25.90999984741211;26.170000076293945;26.170000076293945;416600
2017-12-21;26.5;26.739999771118164;26.149999618530273;26.5;26.5;642800
2017-12-22;26.309999465942383;26.690000534057617;26.239999771118164;26.5;26.5;371400
2017-12-25;26.5;26.5;26.5;26.5;26.5;0
2017-12-26;26.5;26.610000610351562;26.260000228881836;26.450000762939453;26.450000762939453;210200
2017-12-27;26.649999618530273;26.65999984741211;26.010000228881836;26.34000015258789;26.34000015258789;431900
2017-12-28;26.530000686645508;26.899999618530273;26.389999389648438;26.899999618530273;26.899999618530273;2295300
2017-12-29;26.899999618530273;26.899999618530273;26.899999618530273;26.899999618530273;26.899999618530273;0
2018-01-02;27.0;27.3700008392334;26.889999389648438;27.149999618530273;27.149999618530273;668200
2018-01-03;27.0;27.270000457763672;26.6200008392334;27.059999465942383;27.059999465942383;300200
2018-01-04;26.84000015258789;27.469999313354492;26.84000015258789;27.229999542236328;27.229999542236328;911800
2018-01-05;27.309999465942383;27.600000381469727;26.600000381469727;27.200000762939453;27.200000762939453;699900
2018-01-08;27.200000762939453;27.200000762939453;26.760000228881836;26.90999984741211;26.90999984741211;230100
2018-01-09;26.780000686645508;27.0;26.469999313354492;26.799999237060547;26.799999237060547;775200
2018-01-10;26.690000534057617;27.15999984741211;26.3700008392334;26.450000762939453;26.450000762939453;950900
2018-01-11;26.450000762939453;27.239999771118164;26.280000686645508;26.549999237060547;26.549999237060547;2445400
2018-01-12;26.549999237060547;26.729999542236328;25.649999618530273;26.399999618530273;26.399999618530273;891200
2018-01-15;26.5;26.979999542236328;26.09000015258789;26.979999542236328;26.979999542236328;207500
2018-01-16;26.84000015258789;27.5;26.610000610351562;27.149999618530273;27.149999618530273;500500
2018-01-17;27.260000228881836;28.5;27.209999084472656;28.149999618530273;28.149999618530273;779200
2018-01-18;27.809999465942383;28.8700008392334;27.799999237060547;28.8700008392334;28.8700008392334;931700
2018-01-19;28.889999389648438;29.280000686645508;28.520000457763672;28.6200008392334;28.6200008392334;1131900
2018-01-22;28.600000381469727;29.0;27.959999084472656;29.0;29.0;593600
2018-01-23;28.969999313354492;28.969999313354492;28.40999984741211;28.8700008392334;28.8700008392334;199800
2018-01-24;28.989999771118164;29.68000030517578;28.959999084472656;29.5;29.5;1177700
2018-01-25;29.5;29.5;29.5;29.5;29.5;0
2018-01-26;29.43000030517578;30.200000762939453;29.40999984741211;30.010000228881836;30.010000228881836;1338800
2018-01-29;29.889999389648438;30.65999984741211;29.350000381469727;30.280000686645508;30.280000686645508;611700
2018-01-30;30.270000457763672;30.700000762939453;29.799999237060547;30.469999313354492;30.469999313354492;740100
2018-01-31;30.549999237060547;31.700000762939453;30.549999237060547;31.049999237060547;31.049999237060547;764000
2018-02-01;31.049999237060547;32.0;31.049999237060547;31.899999618530273;31.899999618530273;799400
2018-02-02;31.889999389648438;31.889999389648438;30.579999923706055;31.200000762939453;31.200000762939453;494400
2018-02-05;31.190000534057617;31.270000457763672;30.450000762939453;30.75;30.75;274900
2018-02-06;30.75;31.440000534057617;30.0;31.399999618530273;31.399999618530273;604000
2018-02-07;31.5;31.90999984741211;30.950000762939453;31.100000381469727;31.100000381469727;1204100
2018-02-08;31.3700008392334;31.3700008392334;29.979999542236328;30.200000762939453;30.200000762939453;1006900
2018-02-09;30.010000228881836;30.06999969482422;29.100000381469727;29.34000015258789;29.34000015258789;1057500
2018-02-14;29.899999618530273;29.959999084472656;29.6200008392334;29.790000915527344;29.790000915527344;914300
2018-02-15;30.0;30.200000762939453;29.709999084472656;29.760000228881836;29.760000228881836;896000
2018-02-16;29.850000381469727;29.969999313354492;29.360000610351562;29.40999984741211;29.40999984741211;2303700
2018-02-19;29.399999618530273;29.690000534057617;29.219999313354492;29.399999618530273;29.399999618530273;272800
2018-02-20;29.600000381469727;30.600000381469727;29.5;30.399999618530273;30.399999618530273;3602200
2018-02-21;30.5;31.399999618530273;30.299999237060547;31.260000228881836;31.260000228881836;3460800
2018-02-22;31.309999465942383;32.5;31.309999465942383;32.4900016784668;32.4900016784668;1869600
2018-02-23;32.5;33.18000030517578;32.09000015258789;32.900001525878906;32.900001525878906;984000
2018-02-26;33.52000045776367;34.09000015258789;33.20000076293945;33.7599983215332;33.7599983215332;878600
2018-02-27;33.20000076293945;33.66999816894531;33.20000076293945;33.66999816894531;33.66999816894531;516900
2018-02-28;33.70000076293945;33.720001220703125;33.209999084472656;33.630001068115234;33.630001068115234;621500
2018-03-01;33.5;33.79999923706055;32.650001525878906;33.33000183105469;33.33000183105469;681400
2018-03-02;33.27000045776367;33.27000045776367;32.150001525878906;32.900001525878906;32.900001525878906;521000
2018-03-05;32.9900016784668;33.65999984741211;32.54999923706055;33.18000030517578;33.18000030517578;684700
2018-03-06;33.22999954223633;34.380001068115234;32.720001220703125;33.70000076293945;33.70000076293945;1975000
2018-03-07;33.5;33.84000015258789;33.040000915527344;33.400001525878906;33.400001525878906;562700
2018-03-08;33.900001525878906;35.0;33.810001373291016;35.0;35.0;3485700
2018-03-09;34.9900016784668;36.599998474121094;34.45000076293945;36.5;36.5;3317800
2018-03-12;36.29999923706055;37.75;36.29999923706055;37.16999816894531;37.16999816894531;1381000
2018-03-13;37.400001525878906;37.5;36.849998474121094;37.18000030517578;37.18000030517578;1210300
2018-03-14;37.220001220703125;37.290000915527344;36.459999084472656;37.0;37.0;844500
2018-03-15;36.79999923706055;37.0;36.5;36.81999969482422;36.81999969482422;645500
2018-03-16;36.790000915527344;37.279998779296875;36.040000915527344;36.40999984741211;36.40999984741211;682500
2018-03-19;36.40999984741211;37.0;35.560001373291016;36.380001068115234;36.380001068115234;889600
2018-03-20;36.689998626708984;37.04999923706055;36.5;36.68000030517578;36.68000030517578;1324200
2018-03-21;37.09000015258789;37.5;36.709999084472656;37.4900016784668;37.4900016784668;1161900
2018-03-22;37.400001525878906;38.0;37.02000045776367;37.54999923706055;37.54999923706055;970100
2018-03-23;37.38999938964844;37.43000030517578;36.560001373291016;37.16999816894531;37.16999816894531;563900
2018-03-26;37.61000061035156;37.9900016784668;37.31999969482422;37.9900016784668;37.9900016784668;586400
2018-03-27;37.9900016784668;38.7599983215332;37.66999816894531;38.0099983215332;38.0099983215332;989000
2018-03-28;38.0;38.310001373291016;37.209999084472656;37.70000076293945;37.70000076293945;605800
2018-03-29;37.849998474121094;38.63999938964844;37.65999984741211;38.20000076293945;38.20000076293945;2669100
2018-04-02;38.189998626708984;38.54999923706055;37.08000183105469;37.36000061035156;37.36000061035156;621300
2018-04-03;37.459999084472656;38.290000915527344;37.459999084472656;38.0;38.0;1067300
2018-04-04;37.689998626708984;37.689998626708984;36.189998626708984;36.70000076293945;36.70000076293945;1384600
2018-04-05;37.02000045776367;38.099998474121094;37.02000045776367;37.150001525878906;37.150001525878906;1163400
2018-04-06;37.36000061035156;38.88999938964844;37.29999923706055;38.689998626708984;38.689998626708984;2761300
2018-04-09;38.79999923706055;39.400001525878906;38.34000015258789;38.689998626708984;38.689998626708984;969600
2018-04-10;39.02000045776367;39.380001068115234;37.150001525878906;37.380001068115234;37.380001068115234;1252200
2018-04-11;37.349998474121094;37.58000183105469;35.880001068115234;36.400001525878906;36.400001525878906;1054700
2018-04-12;36.209999084472656;37.290000915527344;36.060001373291016;37.20000076293945;37.20000076293945;1373900
2018-04-13;37.20000076293945;37.59000015258789;36.369998931884766;36.650001525878906;36.650001525878906;1758000
2018-04-16;36.650001525878906;36.900001525878906;35.56999969482422;35.88999938964844;35.88999938964844;1735700
2018-04-17;37.310001373291016;37.83000183105469;36.060001373291016;36.7599983215332;36.7599983215332;1397600
2018-04-18;36.869998931884766;37.349998474121094;36.65999984741211;37.0099983215332;37.0099983215332;1894800
2018-04-19;37.0099983215332;37.09000015258789;36.06999969482422;36.599998474121094;36.599998474121094;1446900
2018-04-20;36.650001525878906;37.15999984741211;36.119998931884766;36.79999923706055;36.79999923706055;909300
2018-04-23;36.400001525878906;37.040000915527344;36.400001525878906;36.959999084472656;36.959999084472656;509900
2018-04-24;36.939998626708984;37.5;35.650001525878906;35.849998474121094;35.849998474121094;1107600
2018-04-25;35.630001068115234;35.630001068115234;33.880001068115234;34.2400016784668;34.2400016784668;2003100
2018-04-26;34.29999923706055;34.630001068115234;34.0099983215332;34.349998474121094;34.349998474121094;1533300
2018-04-27;34.58000183105469;35.810001373291016;34.369998931884766;35.40999984741211;35.40999984741211;3682100
2018-04-30;35.40999984741211;36.400001525878906;34.720001220703125;36.400001525878906;36.400001525878906;834300
2018-05-02;36.38999938964844;36.529998779296875;35.369998931884766;35.5099983215332;35.5099983215332;1743200
2018-05-03;35.11000061035156;35.79999923706055;33.599998474121094;33.779998779296875;33.779998779296875;2623200
2018-05-04;33.599998474121094;34.0;33.060001373291016;33.47999954223633;33.47999954223633;3200200
2018-05-07;33.5099983215332;33.720001220703125;32.599998474121094;33.0;33.0;1059400
2018-05-08;33.20000076293945;33.310001373291016;32.5;33.09000015258789;33.09000015258789;866200
2018-05-09;33.36000061035156;33.400001525878906;30.110000610351562;31.0;31.0;3596400
2018-05-10;33.0;33.0;30.389999389648438;32.0;32.0;3451300
2018-05-11;31.700000762939453;32.2599983215332;30.06999969482422;30.559999465942383;30.559999465942383;1764600
2018-05-14;30.899999618530273;30.969999313354492;28.90999984741211;29.420000076293945;29.420000076293945;1484300
2018-05-15;28.5;28.649999618530273;27.149999618530273;27.899999618530273;27.899999618530273;4892000
2018-05-16;27.860000610351562;28.1200008392334;27.100000381469727;27.299999237060547;27.299999237060547;2038000
2018-05-17;27.459999084472656;27.530000686645508;25.540000915527344;25.540000915527344;25.540000915527344;2583100
2018-05-18;24.799999237060547;26.43000030517578;24.239999771118164;26.149999618530273;26.149999618530273;3159900
2018-05-21;27.100000381469727;27.420000076293945;26.479999542236328;27.399999618530273;27.399999618530273;2307100
2018-05-22;27.799999237060547;28.649999618530273;27.59000015258789;28.649999618530273;28.649999618530273;2040100
2018-05-23;28.15999984741211;28.200000762939453;27.209999084472656;27.639999389648438;27.639999389648438;1695300
2018-05-24;26.8700008392334;27.59000015258789;26.559999465942383;27.399999618530273;27.399999618530273;1685600
2018-05-25;27.600000381469727;28.8799991607666;27.43000030517578;28.049999237060547;28.049999237060547;2918500
2018-05-28;28.049999237060547;28.260000228881836;26.760000228881836;27.0;27.0;690200
2018-05-29;27.799999237060547;27.940000534057617;26.920000076293945;27.079999923706055;27.079999923706055;1152900
2018-05-30;27.239999771118164;27.399999618530273;25.90999984741211;26.510000228881836;26.510000228881836;2068700
2018-06-01;26.479999542236328;27.0;26.100000381469727;26.5;26.5;1300300
2018-06-04;26.649999618530273;27.15999984741211;26.559999465942383;27.0;27.0;916800
2018-06-05;26.950000762939453;27.0;25.18000030517578;25.399999618530273;25.399999618530273;2095100
