;Date;Close;High;Low;Open;Volume;Retornos
62;2024-04-26;5099.9599609375;5114.6201171875;5073.14013671875;5084.64990234375;3604140000;1.02
63;2024-04-29;5116.169921875;5123.490234375;5088.64990234375;5114.1298828125;3447450000;0.32
64;2024-04-30;5035.68994140625;5110.830078125;5035.31005859375;5103.77978515625;4082470000;-1.57
65;2024-05-01;5018.39013671875;5096.1201171875;5013.4501953125;5029.02978515625;4544170000;-0.34
66;2024-05-02;5064.2001953125;5073.2099609375;5011.0498046875;5049.31982421875;4381660000;0.91
67;2024-05-03;5127.7900390625;5139.1201171875;5101.22021484375;5122.77978515625;3924990000;1.26
68;2024-05-06;5180.740234375;5181.0;5142.419921875;5142.419921875;3683250000;1.03
69;2024-05-07;5187.7001953125;5200.22998046875;5178.9599609375;5187.2001953125;3987890000;0.13
70;2024-05-08;5187.669921875;5191.9501953125;5165.85986328125;5168.97998046875;3842100000;-0.0
71;2024-05-09;5214.080078125;5215.2998046875;5180.41015625;5189.02978515625;3727370000;0.51
72;2024-05-10;5222.68017578125;5239.66015625;5209.68017578125;5225.490234375;3617900000;0.16
73;2024-05-13;5221.419921875;5237.259765625;5211.16015625;5233.080078125;4255710000;-0.02
74;2024-05-14;5246.68017578125;5250.3701171875;5217.97998046875;5221.10009765625;4763580000;0.48
75;2024-05-15;5308.14990234375;5311.759765625;5263.259765625;5263.259765625;4360810000;1.17
76;2024-05-16;5297.10009765625;5325.490234375;5296.18994140625;5310.06982421875;3817470000;-0.21
77;2024-05-17;5303.27001953125;5305.4501953125;5283.58984375;5303.10009765625;3578120000;0.12
78;2024-05-20;5308.1298828125;5325.31982421875;5302.39990234375;5305.35009765625;3420100000;0.09
79;2024-05-21;5321.41015625;5324.31982421875;5297.8701171875;5298.68994140625;3662240000;0.25
80;2024-05-22;5307.009765625;5323.18017578125;5286.009765625;5319.27978515625;3847130000;-0.27
81;2024-05-23;5267.83984375;5341.8798828125;5256.93017578125;5340.259765625;3869520000;-0.74
82;2024-05-24;5304.72021484375;5311.64990234375;5278.39013671875;5281.4501953125;3005510000;0.7
83;2024-05-28;5306.0400390625;5315.91015625;5280.89013671875;5315.91015625;3751540000;0.02
84;2024-05-29;5266.9501953125;5282.27001953125;5262.7001953125;5278.72998046875;3552750000;-0.74
85;2024-05-30;5235.47998046875;5260.2099609375;5222.10009765625;5259.77001953125;3818750000;-0.6
86;2024-05-31;5277.509765625;5280.330078125;5191.68017578125;5243.2099609375;5437160000;0.8
87;2024-06-03;5283.39990234375;5302.10986328125;5234.31982421875;5297.14990234375;4046920000;0.11
88;2024-06-04;5291.33984375;5298.7998046875;5257.6298828125;5278.240234375;3707900000;0.15
89;2024-06-05;5354.02978515625;5354.16015625;5297.64013671875;5314.47998046875;3591460000;1.18
90;2024-06-06;5352.9599609375;5362.35009765625;5335.35986328125;5357.7998046875;3609990000;-0.02
91;2024-06-07;5346.990234375;5375.080078125;5331.330078125;5343.81005859375;3692760000;-0.11
92;2024-06-10;5360.7900390625;5365.7900390625;5331.52001953125;5341.22021484375;3622280000;0.26
93;2024-06-11;5375.31982421875;5375.9501953125;5327.25;5353.0;3568030000;0.27
94;2024-06-12;5421.02978515625;5447.25;5409.1298828125;5409.1298828125;3962840000;0.85
95;2024-06-13;5433.740234375;5441.93017578125;5402.509765625;5441.93017578125;3530380000;0.23
96;2024-06-14;5431.60009765625;5432.39013671875;5403.75;5424.080078125;3438650000;-0.04
97;2024-06-17;5473.22998046875;5488.5;5420.39990234375;5431.10986328125;3447840000;0.77
98;2024-06-18;5487.02978515625;5490.3798828125;5471.31982421875;5476.14990234375;3544330000;0.25
99;2024-06-20;5473.169921875;5505.52978515625;5455.56005859375;5499.990234375;3847060000;-0.25
100;2024-06-21;5464.6201171875;5478.31005859375;5452.02978515625;5466.77001953125;6773800000;-0.16
101;2024-06-24;5447.8701171875;5490.66015625;5447.58984375;5459.580078125;3696750000;-0.31
102;2024-06-25;5469.2998046875;5472.8798828125;5446.56005859375;5460.72998046875;3591960000;0.39
103;2024-06-26;5477.89990234375;5483.14013671875;5451.8701171875;5460.7099609375;3563920000;0.16
104;2024-06-27;5482.8701171875;5490.81005859375;5467.5400390625;5473.58984375;3589530000;0.09
105;2024-06-28;5460.47998046875;5523.64013671875;5451.1201171875;5488.47998046875;7199220000;-0.41
106;2024-07-01;5475.08984375;5479.5498046875;5446.52978515625;5471.080078125;3488760000;0.27
107;2024-07-02;5509.009765625;5509.68994140625;5458.43017578125;5461.83984375;3329950000;0.62
108;2024-07-03;5537.02001953125;5539.27001953125;5507.419921875;5507.43994140625;2179470000;0.51
109;2024-07-05;5567.18994140625;5570.330078125;5531.6298828125;5537.91015625;3253080000;0.54
110;2024-07-08;5572.85009765625;5583.10986328125;5562.509765625;5572.75;3185670000;0.1
111;2024-07-09;5576.97998046875;5590.75;5574.56982421875;5584.240234375;3232920000;0.07
112;2024-07-10;5633.91015625;5635.39013671875;5586.43994140625;5591.259765625;3336100000;1.02
113;2024-07-11;5584.5400390625;5642.4501953125;5576.52978515625;5635.2099609375;4020950000;-0.88
114;2024-07-12;5615.35009765625;5655.56005859375;5590.43994140625;5590.759765625;3700280000;0.55
115;2024-07-15;5631.22021484375;5666.93994140625;5614.75;5638.16015625;3620470000;0.28
116;2024-07-16;5667.2001953125;5669.669921875;5639.02001953125;5644.08984375;4041760000;0.64
117;2024-07-17;5588.27001953125;5622.490234375;5584.81005859375;5610.06982421875;4246450000;-1.39
118;2024-07-18;5544.58984375;5614.0498046875;5522.81005859375;5608.56005859375;4007510000;-0.78
119;2024-07-19;5505.0;5557.5;5497.0400390625;5543.3701171875;3760570000;-0.71
120;2024-07-22;5564.41015625;5570.35986328125;5529.0400390625;5544.5400390625;3375180000;1.08
121;2024-07-23;5555.740234375;5585.33984375;5550.89990234375;5565.2998046875;3500210000;-0.16
122;2024-07-24;5427.1298828125;5508.0400390625;5419.97998046875;5505.83984375;3945550000;-2.31
123;2024-07-25;5399.22021484375;5491.58984375;5390.9501953125;5428.7001953125;4592120000;-0.51
124;2024-07-26;5459.10009765625;5488.31982421875;5430.7001953125;5433.669921875;3638770000;1.11
125;2024-07-29;5463.5400390625;5487.740234375;5444.43994140625;5476.5498046875;3379970000;0.08
126;2024-07-30;5436.43994140625;5489.4599609375;5401.7001953125;5478.72998046875;3777740000;-0.5
127;2024-07-31;5522.2998046875;5551.509765625;5493.75;5505.58984375;4546910000;1.58
128;2024-08-01;5446.68017578125;5566.16015625;5410.419921875;5537.83984375;4703620000;-1.37
129;2024-08-02;5346.56005859375;5383.89013671875;5302.02978515625;5376.6298828125;5156450000;-1.84
130;2024-08-05;5186.330078125;5250.89013671875;5119.259765625;5151.14013671875;5333250000;-3.0
131;2024-08-06;5240.02978515625;5312.33984375;5193.56005859375;5206.419921875;4690190000;1.04
132;2024-08-07;5199.5;5330.64013671875;5195.5400390625;5293.1298828125;4558260000;-0.77
133;2024-08-08;5319.31005859375;5328.02978515625;5233.85009765625;5252.56982421875;4016830000;2.3
134;2024-08-09;5344.16015625;5358.669921875;5300.83984375;5314.66015625;3516400000;0.47
135;2024-08-12;5344.39013671875;5371.2001953125;5324.3701171875;5351.8798828125;3360160000;0.0
136;2024-08-13;5434.43017578125;5436.5;5376.97998046875;5376.97998046875;3648980000;1.68
137;2024-08-14;5455.2099609375;5463.22021484375;5415.91015625;5442.35986328125;3380050000;0.38
138;2024-08-15;5543.22021484375;5546.22998046875;5501.1298828125;5501.1298828125;3723310000;1.61
139;2024-08-16;5554.25;5561.97998046875;5525.169921875;5530.5;3357690000;0.2
140;2024-08-19;5608.25;5608.2998046875;5550.740234375;5557.22998046875;3222050000;0.97
141;2024-08-20;5597.1201171875;5620.509765625;5585.5;5602.8798828125;2994420000;-0.2
142;2024-08-21;5620.85009765625;5632.68017578125;5591.56982421875;5603.08984375;3119670000;0.42
143;2024-08-22;5570.64013671875;5643.22021484375;5560.9501953125;5637.77001953125;2981530000;-0.89
144;2024-08-23;5634.60986328125;5641.81982421875;5585.16015625;5602.490234375;3291940000;1.15
145;2024-08-26;5616.83984375;5651.6201171875;5602.33984375;5639.66015625;2938570000;-0.32
146;2024-08-27;5625.7998046875;5631.18017578125;5593.47998046875;5602.89013671875;2798990000;0.16
147;2024-08-28;5592.18017578125;5627.02978515625;5560.9501953125;5624.509765625;3053450000;-0.6
148;2024-08-29;5591.9599609375;5646.9501953125;5583.7099609375;5607.2998046875;3065640000;-0.0
149;2024-08-30;5648.39990234375;5651.3701171875;5581.7900390625;5612.740234375;4185850000;1.01
150;2024-09-03;5528.93017578125;5623.89013671875;5504.330078125;5623.89013671875;3866350000;-2.12
151;2024-09-04;5520.06982421875;5552.990234375;5503.66015625;5506.68017578125;3478140000;-0.16
152;2024-09-05;5503.41015625;5546.2998046875;5480.5400390625;5520.080078125;3521650000;-0.3
153;2024-09-06;5408.419921875;5522.47021484375;5402.6201171875;5507.330078125;3822800000;-1.73
154;2024-09-09;5471.0498046875;5484.2001953125;5434.490234375;5442.06982421875;3825940000;1.16
155;2024-09-10;5495.52001953125;5497.91015625;5441.72021484375;5490.509765625;3848180000;0.45
156;2024-09-11;5554.1298828125;5560.41015625;5406.9599609375;5496.419921875;3839450000;1.07
157;2024-09-12;5595.759765625;5600.7099609375;5535.5;5557.47998046875;3655070000;0.75
158;2024-09-13;5626.02001953125;5636.27001953125;5601.64990234375;5603.33984375;3500790000;0.54
159;2024-09-16;5633.08984375;5636.0498046875;5604.52978515625;5615.2099609375;3437070000;0.13
160;2024-09-17;5634.580078125;5670.81005859375;5614.0498046875;5655.509765625;3443600000;0.03
161;2024-09-18;5618.259765625;5689.75;5615.080078125;5641.68017578125;3691390000;-0.29
162;2024-09-19;5713.64013671875;5733.56982421875;5686.419921875;5702.6298828125;4024530000;1.7
163;2024-09-20;5702.5498046875;5715.14013671875;5674.490234375;5709.64013671875;7867260000;-0.19
164;2024-09-23;5718.56982421875;5725.35986328125;5704.22021484375;5711.89990234375;3529550000;0.28
165;2024-09-24;5732.93017578125;5735.31982421875;5698.990234375;5727.66015625;3872710000;0.25
166;2024-09-25;5722.259765625;5741.02978515625;5712.06005859375;5733.64990234375;3624910000;-0.19
167;2024-09-26;5745.3701171875;5767.3701171875;5721.009765625;5762.22021484375;4391180000;0.4
168;2024-09-27;5738.169921875;5763.77978515625;5727.33984375;5755.35986328125;3898530000;-0.13
169;2024-09-30;5762.47998046875;5765.14013671875;5703.52978515625;5726.52001953125;4425730000;0.42
170;2024-10-01;5708.75;5757.72998046875;5681.27978515625;5757.72998046875;4025180000;-0.93
171;2024-10-02;5709.5400390625;5719.6298828125;5674.0;5698.14013671875;3829050000;0.01
172;2024-10-03;5699.93994140625;5718.77978515625;5677.3701171875;5698.18994140625;3597450000;-0.17
173;2024-10-04;5751.06982421875;5753.2099609375;5702.830078125;5737.47998046875;3479400000;0.9
174;2024-10-07;5695.93994140625;5739.33984375;5686.85009765625;5737.7998046875;3637790000;-0.96
175;2024-10-08;5751.1298828125;5757.60009765625;5714.56005859375;5719.14013671875;3393400000;0.97
176;2024-10-09;5792.0400390625;5796.7998046875;5745.02001953125;5751.7998046875;3650340000;0.71
177;2024-10-10;5780.0498046875;5795.02978515625;5764.759765625;5778.35986328125;3208790000;-0.21
178;2024-10-11;5815.02978515625;5822.1298828125;5775.08984375;5775.08984375;3208720000;0.61
179;2024-10-14;5859.85009765625;5871.41015625;5829.56982421875;5829.81005859375;3005250000;0.77
180;2024-10-15;5815.259765625;5870.35986328125;5804.47998046875;5866.740234375;3882120000;-0.76
181;2024-10-16;5842.47021484375;5846.52001953125;5808.33984375;5816.580078125;3467230000;0.47
182;2024-10-17;5841.47021484375;5878.4599609375;5840.25;5875.6201171875;3480010000;-0.02
183;2024-10-18;5864.669921875;5872.169921875;5846.10986328125;5859.43017578125;3374490000;0.4
184;2024-10-21;5853.97998046875;5866.919921875;5824.7900390625;5857.81982421875;3407010000;-0.18
185;2024-10-22;5851.2001953125;5863.0400390625;5821.169921875;5832.7001953125;3342080000;-0.05
186;2024-10-23;5797.419921875;5834.85009765625;5762.41015625;5834.5;3532650000;-0.92
187;2024-10-24;5809.85986328125;5817.7998046875;5784.919921875;5817.7998046875;3543030000;0.21
188;2024-10-25;5808.1201171875;5862.81982421875;5799.97998046875;5826.75;3501280000;-0.03
189;2024-10-28;5823.52001953125;5842.919921875;5823.080078125;5833.93017578125;3691280000;0.27
190;2024-10-29;5832.919921875;5847.18994140625;5802.169921875;5819.68017578125;3879100000;0.16
191;2024-10-30;5813.669921875;5850.93994140625;5811.27978515625;5832.64990234375;3851120000;-0.33
192;2024-10-31;5705.4501953125;5775.33984375;5702.85986328125;5775.33984375;4425660000;-1.86
193;2024-11-01;5728.7998046875;5772.52001953125;5723.22021484375;5723.22021484375;3796450000;0.41
194;2024-11-04;5712.68994140625;5741.43017578125;5696.509765625;5725.14990234375;3602060000;-0.28
195;2024-11-05;5782.759765625;5783.43994140625;5722.10009765625;5722.43017578125;3768310000;1.23
196;2024-11-06;5929.0400390625;5936.14013671875;5864.89013671875;5864.89013671875;6329530000;2.53
197;2024-11-07;5973.10009765625;5983.83984375;5947.2099609375;5947.2099609375;4925740000;0.74
198;2024-11-08;5995.5400390625;6012.4501953125;5976.759765625;5976.759765625;4666740000;0.38
199;2024-11-11;6001.35009765625;6017.31005859375;5986.68994140625;6008.85986328125;4333000000;0.1
200;2024-11-12;5983.990234375;6009.919921875;5960.080078125;6003.60009765625;4243400000;-0.29
201;2024-11-13;5985.3798828125;6008.18994140625;5965.91015625;5985.75;4220180000;0.02
202;2024-11-14;5949.169921875;5993.8798828125;5942.27978515625;5989.68017578125;4184570000;-0.6
203;2024-11-15;5870.6201171875;5915.31982421875;5853.009765625;5912.7900390625;4590960000;-1.32
204;2024-11-18;5893.6201171875;5908.1201171875;5865.9501953125;5874.169921875;3983860000;0.39
205;2024-11-19;5916.97998046875;5923.509765625;5855.2900390625;5870.0498046875;4036940000;0.4
206;2024-11-20;5917.10986328125;5920.669921875;5860.56005859375;5914.33984375;3772620000;0.0
207;2024-11-21;5948.7099609375;5963.31982421875;5887.259765625;5940.580078125;4230120000;0.53
208;2024-11-22;5969.33984375;5972.89990234375;5944.35986328125;5944.35986328125;4141420000;0.35
209;2024-11-25;5987.3701171875;6020.75;5963.91015625;5992.27978515625;5633150000;0.3
210;2024-11-26;6021.6298828125;6025.419921875;5992.27001953125;6000.02978515625;3835170000;0.57
211;2024-11-27;5998.740234375;6020.16015625;5984.8701171875;6014.10986328125;3363340000;-0.38
212;2024-11-29;6032.3798828125;6044.169921875;6003.97998046875;6003.97998046875;2444420000;0.56
213;2024-12-02;6047.14990234375;6053.580078125;6035.330078125;6040.10986328125;4412470000;0.24
214;2024-12-03;6049.8798828125;6052.06982421875;6033.39013671875;6042.97021484375;4095000000;0.05
215;2024-12-04;6086.490234375;6089.83984375;6061.06005859375;6069.39013671875;4003390000;0.61
216;2024-12-05;6075.10986328125;6094.5498046875;6072.89990234375;6089.02978515625;4212020000;-0.19
217;2024-12-06;6090.27001953125;6099.97021484375;6079.97998046875;6081.3798828125;3924830000;0.25
218;2024-12-09;6052.85009765625;6088.509765625;6048.6298828125;6083.009765625;4556460000;-0.61
219;2024-12-10;6034.91015625;6065.39990234375;6029.89013671875;6057.58984375;4048410000;-0.3
220;2024-12-11;6084.18994140625;6092.58984375;6060.14990234375;6060.14990234375;4269950000;0.82
221;2024-12-12;6051.25;6079.68017578125;6051.25;6074.2900390625;3678010000;-0.54
222;2024-12-13;6051.08984375;6078.580078125;6035.77001953125;6068.169921875;3584960000;-0.0
223;2024-12-16;6074.080078125;6085.18994140625;6059.14013671875;6063.7900390625;4391100000;0.38
224;2024-12-17;6050.60986328125;6057.68017578125;6035.18994140625;6052.5498046875;4544500000;-0.39
225;2024-12-18;5872.16015625;6070.669921875;5867.7900390625;6047.64990234375;5246960000;-2.95
226;2024-12-19;5867.080078125;5935.52001953125;5866.06982421875;5912.7099609375;4896880000;-0.09
227;2024-12-20;5930.85009765625;5982.06005859375;5832.2998046875;5842.0;8223220000;1.09
228;2024-12-23;5974.06982421875;5978.25;5902.56982421875;5940.25;3593280000;0.73
229;2024-12-24;6040.0400390625;6040.10009765625;5981.43994140625;5984.6298828125;1757720000;1.1
230;2024-12-26;6037.58984375;6049.75;6007.3701171875;6024.97021484375;2904530000;-0.04
231;2024-12-27;5970.83984375;6006.169921875;5932.9501953125;6006.169921875;3159610000;-1.11
232;2024-12-30;5906.93994140625;5940.7900390625;5869.16015625;5920.669921875;3433250000;-1.07
233;2024-12-31;5881.6298828125;5929.740234375;5868.85986328125;5919.740234375;3128350000;-0.43
234;2025-01-02;5868.5498046875;5935.08984375;5829.52978515625;5903.259765625;3621680000;-0.22
235;2025-01-03;5942.47021484375;5949.33984375;5888.66015625;5891.06982421875;3667340000;1.26
236;2025-01-06;5975.3798828125;6021.0400390625;5960.009765625;5982.81005859375;4940120000;0.55
237;2025-01-07;5909.02978515625;6000.68017578125;5890.68017578125;5993.259765625;4517330000;-1.11
238;2025-01-08;5918.25;5927.89013671875;5874.77978515625;5910.66015625;4441740000;0.16
239;2025-01-10;5827.0400390625;5890.35009765625;5807.77978515625;5890.35009765625;4751930000;-1.54
240;2025-01-13;5836.22021484375;5838.60986328125;5773.31005859375;5782.02001953125;4421200000;0.16
241;2025-01-14;5842.91015625;5871.919921875;5805.419921875;5859.27001953125;4142280000;0.11
242;2025-01-15;5949.91015625;5960.60986328125;5905.2099609375;5905.2099609375;4544570000;1.83
243;2025-01-16;5937.33984375;5964.68994140625;5930.72021484375;5963.60986328125;4285810000;-0.21
244;2025-01-17;5996.66015625;6014.9599609375;5978.43994140625;5995.39990234375;4366830000;1.0
245;2025-01-21;6049.240234375;6051.509765625;6006.8798828125;6014.1201171875;4702920000;0.88
246;2025-01-22;6086.3701171875;6100.81005859375;6076.1298828125;6081.39013671875;4323040000;0.61
247;2025-01-23;6118.7099609375;6118.72998046875;6074.669921875;6076.31982421875;4432250000;0.53
248;2025-01-24;6101.240234375;6128.18017578125;6088.740234375;6121.43017578125;4214250000;-0.29
249;2025-01-27;6012.27978515625;6017.169921875;5962.919921875;5969.0400390625;5198750000;-1.46
250;2025-01-28;6067.7001953125;6074.5400390625;5994.6298828125;6026.97021484375;4473640000;0.92
251;2025-01-29;6039.31005859375;6062.830078125;6012.9599609375;6057.7001953125;4115310000;-0.47
252;2025-01-30;6071.169921875;6086.64013671875;6027.4599609375;6050.75;4634620000;0.53
253;2025-01-31;6040.52978515625;6120.91015625;6030.93017578125;6096.7900390625;4843770000;-0.5
254;2025-02-03;5994.56982421875;6022.1298828125;5923.93017578125;5969.64990234375;4797210000;-0.76
255;2025-02-04;6037.8798828125;6042.47998046875;5990.8701171875;5998.14013671875;4410160000;0.72
256;2025-02-05;6061.47998046875;6062.85986328125;6007.06005859375;6020.4501953125;4756250000;0.39
257;2025-02-06;6083.56982421875;6084.02978515625;6046.830078125;6072.22021484375;4847120000;0.36
258;2025-02-07;6025.990234375;6101.27978515625;6019.9599609375;6083.1298828125;4766900000;-0.95
259;2025-02-10;6066.43994140625;6073.3798828125;6044.83984375;6046.39990234375;4458760000;0.67
260;2025-02-11;6068.5;6076.27978515625;6042.33984375;6049.31982421875;4324880000;0.03
261;2025-02-12;6051.97021484375;6063.0;6003.0;6025.080078125;4627960000;-0.27
262;2025-02-13;6115.06982421875;6116.91015625;6050.9501953125;6060.58984375;4763800000;1.04
263;2025-02-14;6114.6298828125;6127.47021484375;6107.6201171875;6115.52001953125;4335190000;-0.01
264;2025-02-18;6129.580078125;6129.6298828125;6099.509765625;6121.60009765625;4684980000;0.24
265;2025-02-19;6144.14990234375;6147.43017578125;6111.14990234375;6117.759765625;4562330000;0.24
266;2025-02-20;6117.52001953125;6134.5;6084.58984375;6134.5;4813690000;-0.43
267;2025-02-21;6013.1298828125;6114.81982421875;6008.56005859375;6114.10009765625;5434560000;-1.71
268;2025-02-24;5983.25;6043.64990234375;5977.830078125;6026.68994140625;4990120000;-0.5
269;2025-02-25;5955.25;5992.64990234375;5908.490234375;5982.72998046875;5374690000;-0.47
270;2025-02-26;5956.06005859375;6009.81982421875;5932.68994140625;5970.8701171875;4869580000;0.01
271;2025-02-27;5861.56982421875;5993.68994140625;5858.77978515625;5981.8798828125;5057680000;-1.59
272;2025-02-28;5954.5;5959.39990234375;5837.66015625;5856.740234375;6441140000;1.59
273;2025-03-03;5849.72021484375;5986.08984375;5810.91015625;5968.330078125;5613850000;-1.76
274;2025-03-04;5778.14990234375;5865.080078125;5732.58984375;5811.97998046875;6138110000;-1.22
275;2025-03-05;5842.6298828125;5860.58984375;5742.35009765625;5781.35986328125;5285970000;1.12
276;2025-03-06;5738.52001953125;5812.080078125;5711.64013671875;5785.8701171875;5165080000;-1.78
277;2025-03-07;5770.2001953125;5783.009765625;5666.2900390625;5726.009765625;5705140000;0.55
278;2025-03-10;5614.56005859375;5705.3701171875;5564.02001953125;5705.3701171875;6409370000;-2.7
279;2025-03-11;5572.06982421875;5636.2998046875;5528.41015625;5603.64990234375;6221240000;-0.76
280;2025-03-12;5599.2998046875;5642.18994140625;5546.08984375;5624.83984375;5219830000;0.49
281;2025-03-13;5521.52001953125;5597.77978515625;5504.64990234375;5594.4501953125;5018980000;-1.39
282;2025-03-14;5638.93994140625;5645.27001953125;5563.85009765625;5563.85009765625;4863180000;2.13
283;2025-03-17;5675.1201171875;5703.52001953125;5631.1201171875;5635.60009765625;5031770000;0.64
284;2025-03-18;5614.66015625;5654.52978515625;5597.759765625;5654.52978515625;4666270000;-1.07
