;Date;Open;High;Low;Close;Adj Close;Volume;Retornos
47;2017-03-13;64674.0;65651.0;64674.0;65534.0;65534.0;2162800;1.33
48;2017-03-14;65511.0;65549.0;64699.0;64699.0;64699.0;2824800;-1.27
49;2017-03-15;64702.0;66318.0;64537.0;66235.0;66235.0;3742100;2.37
50;2017-03-16;66232.0;66554.0;65531.0;65783.0;65783.0;2860400;-0.68
51;2017-03-17;65783.0;66205.0;64152.0;64210.0;64210.0;5213000;-2.39
52;2017-03-20;64232.0;65136.0;63672.0;64884.0;64884.0;3613900;1.05
53;2017-03-21;64884.0;64965.0;62795.0;62980.0;62980.0;3700200;-2.93
54;2017-03-22;62980.0;63747.0;62496.0;63521.0;63521.0;4063300;0.86
55;2017-03-23;63521.0;63942.0;62840.0;63531.0;63531.0;3447400;0.02
56;2017-03-24;63554.0;63997.0;63469.0;63854.0;63854.0;2571200;0.51
57;2017-03-27;63829.0;64356.0;63030.0;64308.0;64308.0;2672800;0.71
58;2017-03-28;64308.0;64847.0;64042.0;64640.0;64640.0;3359100;0.52
59;2017-03-29;64636.0;65551.0;64476.0;65528.0;65528.0;3488200;1.37
60;2017-03-30;65541.0;65775.0;65070.0;65266.0;65266.0;2335700;-0.4
61;2017-03-31;65266.0;65597.0;64859.0;64984.0;64984.0;2614200;-0.43
62;2017-04-03;64989.0;65384.0;64774.0;65211.0;65211.0;2858500;0.35
63;2017-04-04;65212.0;65775.0;64990.0;65769.0;65769.0;2085300;0.86
64;2017-04-05;65770.0;66211.0;64493.0;64775.0;64775.0;2982200;-1.51
65;2017-04-06;64775.0;64921.0;63762.0;64223.0;64223.0;2875000;-0.85
66;2017-04-07;64202.0;65197.0;64016.0;64593.0;64593.0;2853100;0.58
67;2017-04-10;64593.0;64928.0;64115.0;64650.0;64650.0;2984000;0.09
68;2017-04-11;64650.0;64872.0;63351.0;64360.0;64360.0;3178400;-0.45
69;2017-04-12;64362.0;64456.0;63814.0;63892.0;63892.0;4253500;-0.73
70;2017-04-13;63891.0;63992.0;62826.0;62826.0;62826.0;3212900;-1.67
71;2017-04-17;62828.0;64424.0;62828.0;64335.0;64335.0;0;2.4
72;2017-04-18;64336.0;64591.0;63717.0;64159.0;64159.0;3144800;-0.27
73;2017-04-19;64165.0;64572.0;63219.0;63407.0;63407.0;3069500;-1.17
74;2017-04-20;63406.0;64163.0;63388.0;63761.0;63761.0;2899700;0.56
75;2017-04-24;63761.0;64754.0;63761.0;64389.0;64389.0;3194100;0.98
76;2017-04-25;64384.0;65148.0;63875.0;65148.0;65148.0;3037200;1.18
77;2017-04-26;65144.0;65436.0;64679.0;64862.0;64862.0;3221600;-0.44
78;2017-04-27;64872.0;65327.0;64292.0;64677.0;64677.0;3112100;-0.29
79;2017-04-28;64679.0;65403.0;64592.0;65403.0;65403.0;2973700;1.12
80;2017-05-02;65404.0;66877.0;65404.0;66722.0;66722.0;3497000;2.02
81;2017-05-03;66720.0;66758.0;65898.0;66094.0;66094.0;3446400;-0.94
82;2017-05-04;66069.0;66099.0;64721.0;64863.0;64863.0;3779900;-1.86
83;2017-05-05;64869.0;65768.0;64863.0;65710.0;65710.0;2760000;1.31
84;2017-05-08;65705.0;66015.0;65295.0;65526.0;65526.0;2273300;-0.28
85;2017-05-09;65533.0;66536.0;65533.0;66278.0;66278.0;2679100;1.15
86;2017-05-10;66284.0;67528.0;66284.0;67350.0;67350.0;3174100;1.62
87;2017-05-11;67355.0;67709.0;67191.0;67538.0;67538.0;2872600;0.28
88;2017-05-12;67536.0;68429.0;67536.0;68222.0;68222.0;3822600;1.01
89;2017-05-15;68227.0;68593.0;68081.0;68474.0;68474.0;3290300;0.37
90;2017-05-16;68473.0;68792.0;68124.0;68684.0;68684.0;3672400;0.31
91;2017-05-17;68674.0;68674.0;67163.0;67540.0;67540.0;3317200;-1.67
92;2017-05-18;67536.0;67536.0;60315.0;61597.0;61597.0;11046700;-8.8
93;2017-05-19;61597.0;63488.0;61597.0;62639.0;62639.0;6120800;1.69
94;2017-05-22;62638.0;62638.0;60925.0;61673.0;61673.0;5815800;-1.54
95;2017-05-23;61670.0;62775.0;61670.0;62662.0;62662.0;4753500;1.6
96;2017-05-24;62673.0;64016.0;62673.0;63257.0;63257.0;4181200;0.95
97;2017-05-25;63256.0;63991.0;62762.0;63227.0;63227.0;4001000;-0.05
98;2017-05-26;63228.0;64170.0;63228.0;64085.0;64085.0;3849400;1.36
99;2017-05-29;64055.0;64055.0;63531.0;63761.0;63761.0;1646300;-0.51
100;2017-05-30;63765.0;64107.0;63720.0;63962.0;63962.0;2235300;0.32
101;2017-05-31;63961.0;63984.0;62673.0;62711.0;62711.0;4535100;-1.96
102;2017-06-01;62711.0;63293.0;62165.0;62289.0;62289.0;3370200;-0.67
103;2017-06-02;62289.0;62773.0;62161.0;62511.0;62511.0;2874500;0.36
104;2017-06-05;62503.0;62800.0;62010.0;62450.0;62450.0;2421700;-0.1
105;2017-06-06;62450.0;63302.0;62426.0;62955.0;62955.0;2993300;0.81
106;2017-06-07;62955.0;63637.0;62912.0;63171.0;63171.0;2892300;0.34
107;2017-06-08;63171.0;63171.0;62376.0;62756.0;62756.0;2702400;-0.66
108;2017-06-09;62755.0;63066.0;62095.0;62211.0;62211.0;3099900;-0.87
109;2017-06-12;62219.0;62286.0;61279.0;61700.0;61700.0;3026600;-0.82
110;2017-06-13;61708.0;62012.0;61510.0;61829.0;61829.0;2469100;0.21
111;2017-06-14;61831.0;62475.0;61508.0;61923.0;61923.0;4328500;0.15
112;2017-06-16;61911.0;61921.0;61269.0;61626.0;61626.0;5088000;-0.48
113;2017-06-19;61620.0;62272.0;61620.0;62014.0;62014.0;2752600;0.63
114;2017-06-20;62011.0;62011.0;60766.0;60766.0;60766.0;3956200;-2.01
115;2017-06-21;60783.0;61188.0;60544.0;60762.0;60762.0;3274700;-0.01
116;2017-06-22;60762.0;61354.0;60758.0;61272.0;61272.0;3066900;0.84
117;2017-06-23;61272.0;61400.0;60992.0;61087.0;61087.0;2836700;-0.3
118;2017-06-26;61088.0;62251.0;61088.0;62188.0;62188.0;2599200;1.8
119;2017-06-27;62188.0;62424.0;61580.0;61675.0;61675.0;3275700;-0.82
120;2017-06-28;61684.0;62057.0;61433.0;62018.0;62018.0;2719100;0.56
121;2017-06-29;62010.0;62499.0;61689.0;62239.0;62239.0;2915500;0.36
122;2017-06-30;62238.0;63038.0;62238.0;62900.0;62900.0;2688200;1.06
123;2017-07-03;62901.0;63338.0;62901.0;63280.0;63280.0;2086300;0.6
124;2017-07-04;63268.0;63346.0;63076.0;63232.0;63232.0;950700;-0.08
125;2017-07-05;63215.0;63485.0;62708.0;63154.0;63154.0;3169900;-0.12
126;2017-07-06;63156.0;63188.0;62354.0;62470.0;62470.0;3038700;-1.08
127;2017-07-07;62474.0;62926.0;62035.0;62322.0;62322.0;2894200;-0.24
128;2017-07-10;62322.0;63135.0;62322.0;63025.0;63025.0;2224000;1.13
129;2017-07-11;63027.0;63891.0;62908.0;63832.0;63832.0;2566700;1.28
130;2017-07-12;63840.0;64938.0;63827.0;64836.0;64836.0;4116300;1.57
131;2017-07-13;64854.0;65302.0;64854.0;65178.0;65178.0;3121700;0.53
132;2017-07-14;65178.0;65624.0;65178.0;65436.0;65436.0;2711600;0.4
133;2017-07-17;65431.0;65478.0;65119.0;65212.0;65212.0;2255300;-0.34
134;2017-07-18;65208.0;65338.0;64943.0;65338.0;65338.0;2213500;0.19
135;2017-07-19;65337.0;65604.0;64874.0;65180.0;65180.0;2622700;-0.24
136;2017-07-20;65178.0;65505.0;64898.0;64938.0;64938.0;2252900;-0.37
137;2017-07-21;64936.0;65150.0;64599.0;64684.0;64684.0;2125500;-0.39
138;2017-07-24;64695.0;65104.0;64678.0;65100.0;65100.0;1908900;0.64
139;2017-07-25;65101.0;65749.0;65101.0;65668.0;65668.0;2737400;0.87
140;2017-07-26;65668.0;65873.0;64992.0;65011.0;65011.0;2942300;-1.0
141;2017-07-27;65013.0;65678.0;65013.0;65277.0;65277.0;2483900;0.41
142;2017-07-28;65253.0;65497.0;64953.0;65497.0;65497.0;2760700;0.34
143;2017-07-31;65503.0;66048.0;65503.0;65920.0;65920.0;2572700;0.65
144;2017-08-01;65925.0;66606.0;65925.0;66516.0;66516.0;2762600;0.9
145;2017-08-02;66504.0;67277.0;66305.0;67136.0;67136.0;3713700;0.93
146;2017-08-03;67136.0;67256.0;66705.0;66777.0;66777.0;2722400;-0.53
147;2017-08-04;66783.0;67104.0;66525.0;66898.0;66898.0;2370900;0.18
148;2017-08-07;66898.0;68043.0;66887.0;67940.0;67940.0;2996800;1.56
149;2017-08-08;67936.0;68500.0;67671.0;67899.0;67899.0;3134300;-0.06
150;2017-08-09;67894.0;67894.0;67290.0;67671.0;67671.0;2488000;-0.34
151;2017-08-10;67671.0;67671.0;66650.0;66992.0;66992.0;2820800;-1.0
152;2017-08-11;66992.0;67623.0;66678.0;67359.0;67359.0;2890000;0.55
153;2017-08-14;67364.0;68642.0;67226.0;68285.0;68285.0;2827300;1.37
154;2017-08-15;68296.0;68846.0;68293.0;68355.0;68355.0;2753200;0.1
155;2017-08-16;68356.0;68950.0;68304.0;68594.0;68594.0;3753400;0.35
156;2017-08-17;68596.0;68596.0;67866.0;67977.0;67977.0;2661800;-0.9
157;2017-08-18;67990.0;68808.0;67979.0;68715.0;68715.0;3464800;1.09
158;2017-08-21;68713.0;69068.0;68514.0;68635.0;68635.0;2643300;-0.12
159;2017-08-22;68645.0;70278.0;68645.0;70011.0;70011.0;3907500;2.0
160;2017-08-23;70011.0;70587.0;69947.0;70478.0;70478.0;3348400;0.67
161;2017-08-24;70482.0;71238.0;70482.0;71133.0;71133.0;3113000;0.93
162;2017-08-25;71138.0;71506.0;70801.0;71074.0;71074.0;2411000;-0.08
163;2017-08-28;71074.0;71390.0;70909.0;71017.0;71017.0;2196400;-0.08
164;2017-08-29;71005.0;71330.0;70517.0;71330.0;71330.0;2274700;0.44
165;2017-08-30;71328.0;71454.0;70755.0;70886.0;70886.0;2663200;-0.62
166;2017-08-31;70887.0;71234.0;70516.0;70835.0;70835.0;4245100;-0.07
167;2017-09-01;70848.0;72217.0;70846.0;71923.0;71923.0;3880900;1.54
168;2017-09-04;71921.0;72141.0;71671.0;72129.0;72129.0;1998000;0.29
169;2017-09-05;72134.0;73180.0;71827.0;72151.0;72151.0;4230900;0.03
170;2017-09-06;72157.0;73608.0;72157.0;73412.0;73412.0;4242500;1.75
171;2017-09-08;73413.0;73646.0;72925.0;73079.0;73079.0;3114100;-0.45
172;2017-09-11;73096.0;74636.0;73096.0;74319.0;74319.0;3283100;1.7
173;2017-09-12;74322.0;75332.0;74294.0;74539.0;74539.0;3591700;0.3
174;2017-09-13;74543.0;75146.0;74196.0;74788.0;74788.0;3212500;0.33
175;2017-09-14;74787.0;74949.0;74397.0;74657.0;74657.0;3206100;-0.18
176;2017-09-15;74656.0;75820.0;74648.0;75757.0;75757.0;4825000;1.47
177;2017-09-18;75758.0;76404.0;75621.0;75990.0;75990.0;3437400;0.31
178;2017-09-19;75990.0;76071.0;75300.0;75974.0;75974.0;3026100;-0.02
179;2017-09-20;75974.0;76420.0;75074.0;76004.0;76004.0;3890900;0.04
180;2017-09-21;76014.0;76251.0;75282.0;75604.0;75604.0;3228500;-0.53
181;2017-09-22;75618.0;75734.0;75029.0;75390.0;75390.0;2801700;-0.28
182;2017-09-25;75381.0;75470.0;74303.0;74443.0;74443.0;3376500;-1.26
183;2017-09-26;74443.0;74971.0;74319.0;74319.0;74319.0;3565400;-0.17
184;2017-09-27;74358.0;74744.0;73125.0;73797.0;73797.0;3788600;-0.7
185;2017-09-28;73808.0;74011.0;73277.0;73567.0;73567.0;3082900;-0.31
186;2017-09-29;73571.0;74518.0;73571.0;74294.0;74294.0;3126600;0.99
187;2017-10-02;74295.0;74506.0;73845.0;74360.0;74360.0;2512000;0.09
188;2017-10-03;74363.0;76763.0;74363.0;76763.0;76763.0;3816900;3.23
189;2017-10-04;76763.0;77004.0;76422.0;76591.0;76591.0;3119500;-0.22
190;2017-10-05;76592.0;78024.0;76592.0;76618.0;76618.0;4112900;0.04
191;2017-10-06;76618.0;76618.0;75603.0;76055.0;76055.0;2994300;-0.73
192;2017-10-09;76055.0;76067.0;75181.0;75727.0;75727.0;2335300;-0.43
193;2017-10-10;75745.0;76996.0;75745.0;76897.0;76897.0;3489200;1.55
194;2017-10-11;76910.0;76985.0;76323.0;76660.0;76660.0;3781500;-0.31
195;2017-10-13;76659.0;77319.0;76659.0;76990.0;76990.0;3200100;0.43
196;2017-10-16;76985.0;77382.0;76565.0;76892.0;76892.0;3075600;-0.13
197;2017-10-17;76892.0;76892.0;76046.0;76201.0;76201.0;2771100;-0.9
198;2017-10-18;76211.0;76730.0;76012.0;76591.0;76591.0;3156800;0.51
199;2017-10-19;76591.0;76591.0;75366.0;76283.0;76283.0;2509800;-0.4
200;2017-10-20;76291.0;76971.0;76291.0;76391.0;76391.0;2645300;0.14
201;2017-10-23;76398.0;76498.0;75315.0;75413.0;75413.0;2631800;-1.28
202;2017-10-24;75426.0;76420.0;75426.0;76350.0;76350.0;3047500;1.24
203;2017-10-25;76350.0;76883.0;75404.0;76671.0;76671.0;2953800;0.42
204;2017-10-26;76671.0;77061.0;75813.0;75896.0;75896.0;2901100;-1.01
205;2017-10-27;75898.0;76617.0;75601.0;75976.0;75976.0;3434400;0.11
206;2017-10-30;75973.0;75973.0;74305.0;74800.0;74800.0;3811600;-1.55
207;2017-10-31;74798.0;75142.0;74145.0;74308.0;74308.0;3545700;-0.66
208;2017-11-01;74310.0;75199.0;73823.0;73824.0;73824.0;3668100;-0.65
209;2017-11-03;73834.0;74254.0;73094.0;73915.0;73915.0;4386900;0.12
210;2017-11-06;73911.0;74445.0;73830.0;74311.0;74311.0;3297400;0.54
211;2017-11-07;74306.0;74306.0;72386.0;72415.0;72415.0;4888900;-2.55
212;2017-11-08;72468.0;74481.0;72468.0;74363.0;74363.0;3408800;2.69
213;2017-11-09;74363.0;74363.0;72795.0;72931.0;72931.0;3303800;-1.93
214;2017-11-10;72932.0;73019.0;71920.0;72166.0;72166.0;3140100;-1.05
215;2017-11-13;72167.0;72735.0;71776.0;72475.0;72475.0;2783400;0.43
216;2017-11-14;72442.0;72838.0;70825.0;70827.0;70827.0;4352600;-2.27
217;2017-11-16;70827.0;72896.0;70827.0;72512.0;72512.0;3340900;2.38
218;2017-11-17;72512.0;73632.0;72390.0;73437.0;73437.0;2749700;1.28
219;2017-11-21;73439.0;75073.0;73439.0;74595.0;74595.0;3539600;1.58
220;2017-11-22;74611.0;75019.0;74242.0;74519.0;74519.0;3410600;-0.1
221;2017-11-23;74519.0;74578.0;73851.0;74487.0;74487.0;1556800;-0.04
222;2017-11-24;74503.0;74542.0;74093.0;74157.0;74157.0;2510300;-0.44
223;2017-11-27;74157.0;74157.0;73159.0;74059.0;74059.0;2810800;-0.13
224;2017-11-28;74060.0;74989.0;74056.0;74140.0;74140.0;3030700;0.11
225;2017-11-29;74146.0;74515.0;72700.0;72700.0;72700.0;3639400;-1.94
226;2017-11-30;72700.0;72700.0;71215.0;71971.0;71971.0;5348800;-1.0
227;2017-12-01;71955.0;72472.0;71488.0;72264.0;72264.0;3003100;0.41
228;2017-12-04;72266.0;73749.0;72266.0;73090.0;73090.0;3038600;1.14
229;2017-12-05;73090.0;74166.0;72319.0;72546.0;72546.0;2913300;-0.74
230;2017-12-06;72535.0;73418.0;71906.0;73268.0;73268.0;3099300;1.0
231;2017-12-07;73268.0;73268.0;71356.0;72487.0;72487.0;3260800;-1.07
232;2017-12-08;72489.0;73425.0;72489.0;72732.0;72732.0;3085600;0.34
233;2017-12-11;72775.0;73361.0;72498.0;72800.0;72800.0;2450200;0.09
234;2017-12-12;72800.0;73814.0;71798.0;73814.0;73814.0;2956100;1.39
235;2017-12-13;73827.0;74622.0;72569.0;72914.0;72914.0;4494700;-1.22
236;2017-12-14;72913.0;72913.0;71969.0;72429.0;72429.0;3491800;-0.67
237;2017-12-15;72428.0;73069.0;72277.0;72608.0;72608.0;4659500;0.25
238;2017-12-18;72621.0;73519.0;72621.0;73115.0;73115.0;3202900;0.7
239;2017-12-19;73122.0;73139.0;72347.0;72680.0;72680.0;2351600;-0.59
240;2017-12-20;72680.0;73492.0;72680.0;73367.0;73367.0;2219600;0.95
241;2017-12-21;73367.0;75133.0;73265.0;75133.0;75133.0;3056400;2.41
242;2017-12-22;75128.0;75227.0;74623.0;75187.0;75187.0;1906900;0.07
243;2017-12-26;75187.0;75758.0;74924.0;75688.0;75688.0;1579700;0.67
244;2017-12-27;75708.0;76293.0;75708.0;76073.0;76073.0;1792200;0.51
245;2017-12-28;76077.0;76437.0;76077.0;76402.0;76402.0;2083000;0.43
246;2017-12-29;76077.0;76437.0;76077.0;76402.0;76402.0;0;0.0
247;2018-01-02;76403.0;77909.0;76403.0;77891.0;77891.0;2880300;1.95
248;2018-01-03;77889.0;78414.0;77602.0;77995.0;77995.0;3142200;0.13
249;2018-01-04;77998.0;79135.0;77998.0;78647.0;78647.0;3486100;0.84
250;2018-01-05;78644.0;79071.0;78218.0;79071.0;79071.0;2747100;0.54
251;2018-01-08;79070.0;79395.0;78631.0;79379.0;79379.0;2550800;0.39
252;2018-01-09;79379.0;79415.0;78699.0;78864.0;78864.0;3458600;-0.65
253;2018-01-10;78864.0;78864.0;78164.0;78201.0;78201.0;2759900;-0.84
254;2018-01-11;78201.0;79365.0;78201.0;79365.0;79365.0;3409400;1.49
255;2018-01-12;79365.0;79440.0;78861.0;79349.0;79349.0;3577800;-0.02
256;2018-01-15;79349.0;79847.0;79349.0;79752.0;79752.0;1941000;0.51
257;2018-01-16;79751.0;80246.0;79668.0;79832.0;79832.0;2982500;0.1
258;2018-01-17;79832.0;81189.0;79828.0;81189.0;81189.0;3341200;1.7
259;2018-01-18;81185.0;81367.0;80498.0;80963.0;80963.0;3429600;-0.28
260;2018-01-19;80965.0;81429.0;80854.0;81220.0;81220.0;3123200;0.32
261;2018-01-22;81220.0;81675.0;80923.0;81675.0;81675.0;2693000;0.56
262;2018-01-23;81676.0;81676.0;80524.0;80678.0;80678.0;3711200;-1.22
263;2018-01-24;80679.0;83680.0;80679.0;83680.0;83680.0;5503700;3.72
264;2018-01-26;83680.0;85531.0;83680.0;85531.0;85531.0;5410600;2.21
265;2018-01-29;85531.0;85531.0;84341.0;84698.0;84698.0;3889600;-0.97
266;2018-01-30;84697.0;84697.0;83804.0;84482.0;84482.0;3566000;-0.26
267;2018-01-31;84485.0;86213.0;84484.0;84913.0;84913.0;4233500;0.51
268;2018-02-01;84913.0;86028.0;84833.0;85495.0;85495.0;4085300;0.69
269;2018-02-02;85495.0;85495.0;83831.0;84041.0;84041.0;3376900;-1.7
270;2018-02-05;84040.0;84311.0;81861.0;81861.0;81861.0;3253600;-2.59
271;2018-02-06;81857.0;84162.0;80804.0;83894.0;83894.0;5599100;2.48
272;2018-02-07;83894.0;84410.0;82548.0;82767.0;82767.0;3886000;-1.34
273;2018-02-08;82773.0;83501.0;81109.0;81533.0;81533.0;4011400;-1.49
274;2018-02-09;81532.0;81897.0;79690.0;80899.0;80899.0;4283400;-0.78
275;2018-02-14;80901.0;83782.0;80901.0;83543.0;83543.0;3910700;3.27
276;2018-02-15;83551.0;84686.0;83551.0;84291.0;84291.0;3489300;0.9
277;2018-02-16;84291.0;84575.0;83824.0;84525.0;84525.0;3475800;0.28
278;2018-02-19;84525.0;84956.0;84525.0;84793.0;84793.0;2088900;0.32
279;2018-02-20;84792.0;86290.0;84261.0;85804.0;85804.0;4078100;1.19
280;2018-02-21;85804.0;87358.0;85804.0;86052.0;86052.0;4815500;0.29
281;2018-02-22;86050.0;87159.0;86050.0;86686.0;86686.0;3535700;0.74
282;2018-02-23;86690.0;87345.0;86138.0;87293.0;87293.0;4178600;0.7
283;2018-02-26;87296.0;88318.0;87242.0;87653.0;87653.0;4047100;0.41
284;2018-02-27;87649.0;87839.0;86613.0;86935.0;86935.0;3534700;-0.82
285;2018-02-28;86939.0;87109.0;85431.0;85481.0;85481.0;5947100;-1.67
286;2018-03-01;85337.0;86260.0;84640.0;85378.0;85378.0;4341300;-0.12
287;2018-03-02;85378.0;85761.0;83897.0;85761.0;85761.0;3884300;0.45
288;2018-03-05;85292.0;86165.0;85053.0;86023.0;86023.0;3425200;0.31
289;2018-03-06;86023.0;86931.0;85653.0;85653.0;85653.0;3608600;-0.43
290;2018-03-07;85653.0;85653.0;84397.0;85484.0;85484.0;3456800;-0.2
291;2018-03-08;85510.0;85830.0;84491.0;84985.0;84985.0;3694700;-0.58
292;2018-03-09;84987.0;86389.0;84749.0;86371.0;86371.0;3481500;1.63
293;2018-03-12;86386.0;87046.0;86386.0;86900.0;86900.0;2602900;0.61
294;2018-03-13;86902.0;87333.0;86119.0;86384.0;86384.0;2735800;-0.59
295;2018-03-14;86383.0;86970.0;85691.0;86051.0;86051.0;2561000;-0.39
296;2018-03-15;86051.0;86051.0;84720.0;84928.0;84928.0;3840100;-1.31
297;2018-03-16;84928.0;85495.0;84525.0;84886.0;84886.0;5446200;-0.05
298;2018-03-19;84886.0;84886.0;83678.0;83913.0;83913.0;3330600;-1.15
299;2018-03-20;83919.0;84412.0;83682.0;84164.0;84164.0;2682000;0.3
300;2018-03-21;84166.0;85145.0;84080.0;84977.0;84977.0;3260900;0.97
301;2018-03-22;84984.0;85499.0;84197.0;84768.0;84768.0;3241700;-0.25
302;2018-03-23;84766.0;85450.0;84042.0;84377.0;84377.0;3176900;-0.46
303;2018-03-26;84377.0;85553.0;84357.0;85088.0;85088.0;2355600;0.84
304;2018-03-27;85103.0;85296.0;83542.0;83808.0;83808.0;2948400;-1.5
305;2018-03-28;83806.0;83889.0;82889.0;83874.0;83874.0;2911400;0.08
306;2018-03-29;83874.0;85708.0;83874.0;85366.0;85366.0;3150300;1.78
307;2018-04-02;85365.0;85675.0;84166.0;84666.0;84666.0;2598500;-0.82
308;2018-04-03;84669.0;85411.0;84210.0;84623.0;84623.0;2579000;-0.05
309;2018-04-04;84610.0;84610.0;82826.0;84360.0;84360.0;2948300;-0.31
310;2018-04-05;84374.0;86148.0;84374.0;85210.0;85210.0;4257700;1.01
311;2018-04-06;85210.0;85210.0;83833.0;84820.0;84820.0;3069100;-0.46
312;2018-04-09;84832.0;85110.0;83155.0;83307.0;83307.0;3174800;-1.78
313;2018-04-10;83312.0;84538.0;83312.0;84510.0;84510.0;3518700;1.44
314;2018-04-11;84494.0;85417.0;84340.0;85246.0;85246.0;3370600;0.87
315;2018-04-12;85246.0;85577.0;85025.0;85444.0;85444.0;2837000;0.23
316;2018-04-13;85441.0;85441.0;84144.0;84334.0;84334.0;3504200;-1.3
317;2018-04-16;84328.0;84591.0;82762.0;82862.0;82862.0;2913400;-1.75
318;2018-04-17;82862.0;84191.0;82810.0;84086.0;84086.0;2628600;1.48
319;2018-04-18;84090.0;86149.0;84090.0;85776.0;85776.0;4196900;2.01
320;2018-04-19;85775.0;86059.0;85197.0;85824.0;85824.0;3522500;0.06
321;2018-04-20;85823.0;85823.0;85025.0;85550.0;85550.0;2990100;-0.32
322;2018-04-23;85520.0;85746.0;84711.0;85602.0;85602.0;2426000;0.06
323;2018-04-24;85603.0;86578.0;85106.0;85469.0;85469.0;2845000;-0.16
324;2018-04-25;85466.0;85466.0;84349.0;85044.0;85044.0;3218400;-0.5
325;2018-04-26;85051.0;86383.0;85051.0;86383.0;86383.0;3138000;1.57
326;2018-04-27;86383.0;87179.0;86262.0;86445.0;86445.0;0;0.07
327;2018-04-30;86443.0;86739.0;85979.0;86115.0;86115.0;2181000;-0.38
