;Date;Close;High;Low;Open;Volume;Retornos
23;2024-11-04;20567.51953125;20633.580078125;20446.259765625;20584.44921875;2463600000;0.3
24;2024-11-05;21006.970703125;21006.970703125;20409.939453125;20409.939453125;3147300000;2.14
25;2024-11-06;20538.380859375;20859.66015625;20361.919921875;20791.80078125;3903900000;-2.23
26;2024-11-07;20953.33984375;20986.310546875;20370.439453125;20386.359375;4317500000;2.02
27;2024-11-08;20728.189453125;21355.439453125;20705.119140625;21199.9609375;4153500000;-1.07
28;2024-11-11;20426.9296875;20505.009765625;20151.380859375;20258.140625;3649700000;-1.45
29;2024-11-12;19846.880859375;20517.240234375;19761.310546875;20334.08984375;4319500000;-2.84
30;2024-11-13;19823.44921875;19840.279296875;19608.3203125;19671.919921875;2862300000;-0.12
31;2024-11-14;19435.810546875;19859.169921875;19392.58984375;19626.259765625;3310000000;-1.96
32;2024-11-15;19426.33984375;19608.240234375;19332.33984375;19503.029296875;2947200000;-0.05
33;2024-11-18;19576.609375;19781.080078125;19470.4296875;19595.5;3176400000;0.77
34;2024-11-19;19663.669921875;19758.5703125;19522.58984375;19699.810546875;2529900000;0.44
35;2024-11-20;19705.009765625;19752.9296875;19575.91015625;19623.390625;2057500000;0.21
36;2024-11-21;19601.109375;19764.619140625;19552.5;19646.0390625;2079200000;-0.53
37;2024-11-22;19229.970703125;19711.400390625;19134.58984375;19613.55078125;3237600000;-1.89
38;2024-11-25;19150.990234375;19351.060546875;19102.060546875;19307.33984375;4385600000;-0.41
39;2024-11-26;19159.19921875;19295.75;19054.400390625;19054.400390625;2384700000;0.04
40;2024-11-27;19603.130859375;19660.990234375;19061.599609375;19187.05078125;2374800000;2.32
41;2024-11-28;19366.9609375;19558.1796875;19312.259765625;19558.1796875;2160800000;-1.2
42;2024-11-29;19423.609375;19658.19921875;19312.41015625;19346.619140625;2487600000;0.29
43;2024-12-02;19550.2890625;19690.220703125;19387.19921875;19442.310546875;2392300000;0.65
44;2024-12-03;19746.3203125;19768.3203125;19386.8203125;19585.349609375;2625300000;1.0
45;2024-12-04;19742.4609375;19823.08984375;19615.609375;19722.150390625;2589100000;-0.02
46;2024-12-05;19560.439453125;19642.73046875;19466.689453125;19578.66015625;2007500000;-0.92
47;2024-12-06;19865.849609375;19934.720703125;19566.2890625;19611.619140625;3493300000;1.56
48;2024-12-09;20414.08984375;20433.73046875;19695.509765625;19732.279296875;3960600000;2.76
49;2024-12-10;20311.279296875;21070.05078125;20308.859375;21070.05078125;4472400000;-0.5
50;2024-12-11;20155.05078125;20481.369140625;20100.0703125;20404.5;2300100000;-0.77
51;2024-12-12;20397.05078125;20546.439453125;20121.470703125;20213.240234375;2777100000;1.2
52;2024-12-13;19971.240234375;20238.2109375;19927.26953125;20238.2109375;3106800000;-2.09
53;2024-12-16;19795.490234375;20049.2109375;19726.150390625;19947.23046875;2699600000;-0.88
54;2024-12-17;19700.48046875;19930.830078125;19620.630859375;19678.029296875;2787100000;-0.48
55;2024-12-18;19864.55078125;19953.529296875;19802.220703125;19884.5390625;2288100000;0.83
56;2024-12-19;19752.509765625;19849.029296875;19591.490234375;19610.099609375;2385000000;-0.56
57;2024-12-20;19720.69921875;19875.900390625;19692.6796875;19697.060546875;3501200000;-0.16
58;2024-12-23;19883.130859375;19937.390625;19746.4609375;19843.650390625;3403600000;0.82
59;2024-12-24;20098.2890625;20165.4609375;19908.5703125;19911.5;2206500000;1.08
60;2024-12-27;20090.4609375;20184.880859375;20009.94921875;20083.439453125;2906600000;-0.04
61;2024-12-30;20041.419921875;20193.08984375;19968.0703125;20124.75;2724900000;-0.24
62;2024-12-31;20059.94921875;20180.400390625;20003.359375;20003.359375;1722100000;0.09
63;2025-01-02;19623.3203125;19932.80078125;19542.98046875;19932.80078125;4033400000;-2.18
64;2025-01-03;19760.26953125;19891.859375;19634.0703125;19708.740234375;3393800000;0.7
65;2025-01-06;19688.2890625;19851.55078125;19627.83984375;19848.7109375;2465700000;-0.36
66;2025-01-07;19447.580078125;19668.650390625;19252.609375;19501.44921875;3581000000;-1.22
67;2025-01-08;19279.83984375;19483.58984375;19111.5390625;19390.759765625;3232400000;-0.86
68;2025-01-09;19240.890625;19405.740234375;19227.73046875;19254.380859375;2456500000;-0.2
69;2025-01-10;19064.2890625;19370.490234375;19036.640625;19328.0703125;2606700000;-0.92
70;2025-01-13;18874.140625;18929.119140625;18671.490234375;18918.150390625;2754800000;-1.0
71;2025-01-14;19219.779296875;19318.359375;18901.560546875;18901.560546875;2838600000;1.83
72;2025-01-15;19286.0703125;19319.220703125;19149.939453125;19149.939453125;2451900000;0.34
73;2025-01-16;19522.890625;19664.390625;19345.189453125;19454.919921875;2710700000;1.23
74;2025-01-17;19584.060546875;19640.369140625;19423.69921875;19499.099609375;2435800000;0.31
75;2025-01-20;19925.810546875;20093.650390625;19786.73046875;19804.640625;2764400000;1.75
76;2025-01-21;20106.55078125;20205.25;19920.310546875;20128.33984375;2412100000;0.91
77;2025-01-22;19778.76953125;20022.33984375;19733.2109375;19997.08984375;2282100000;-1.63
78;2025-01-23;19700.560546875;20044.060546875;19644.830078125;19881.3203125;3059700000;-0.4
79;2025-01-24;20066.189453125;20144.0;19768.130859375;19842.849609375;3209800000;1.86
80;2025-01-27;20197.76953125;20296.939453125;20118.01953125;20118.01953125;2751200000;0.66
81;2025-01-28;20225.109375;20337.4609375;20165.73046875;20337.4609375;945200000;0.14
82;2025-02-03;20217.259765625;20222.0;19764.669921875;20048.869140625;2224400000;-0.04
83;2025-02-04;20789.9609375;20885.490234375;20297.640625;20488.2890625;2854000000;2.83
84;2025-02-05;20597.08984375;20827.76953125;20417.390625;20827.76953125;2967900000;-0.93
85;2025-02-06;20891.619140625;20891.619140625;20532.060546875;20598.98046875;2957400000;1.43
86;2025-02-07;21133.5390625;21213.69921875;20806.099609375;20858.51953125;4125600000;1.16
87;2025-02-10;21521.98046875;21539.630859375;21223.609375;21223.609375;3736100000;1.84
88;2025-02-11;21294.859375;21682.41015625;21279.369140625;21656.8203125;3583400000;-1.06
89;2025-02-12;21857.919921875;21858.830078125;21411.08984375;21526.41015625;4873000000;2.64
90;2025-02-13;21814.369140625;22523.5703125;21735.560546875;21958.689453125;6487200000;-0.2
91;2025-02-14;22620.330078125;22620.330078125;22027.0703125;22027.0703125;6057000000;3.69
92;2025-02-17;22616.23046875;22977.25;22319.3203125;22755.060546875;6736200000;-0.02
93;2025-02-18;22976.810546875;23141.41015625;22608.1796875;22664.73046875;5222600000;1.59
94;2025-02-19;22944.240234375;22975.33984375;22649.490234375;22777.4609375;4080400000;-0.14
95;2025-02-20;22576.98046875;22849.66015625;22436.130859375;22716.7109375;4200400000;-1.6
96;2025-02-21;23477.919921875;23477.919921875;22901.689453125;23090.029296875;6167300000;3.99
97;2025-02-24;23341.609375;23688.44921875;23221.5703125;23472.140625;5264600000;-0.58
98;2025-02-25;23034.01953125;23248.51953125;22716.48046875;22716.48046875;4449800000;-1.32
99;2025-02-26;23787.9296875;23973.169921875;23238.33984375;23238.33984375;5138100000;3.27
100;2025-02-27;23718.2890625;24076.529296875;23441.740234375;23783.75;6257000000;-0.29
101;2025-02-28;22941.3203125;23616.1796875;22798.33984375;23616.1796875;6578300000;-3.28
102;2025-03-03;23006.26953125;23405.98046875;22861.75;23135.119140625;4338200000;0.28
103;2025-03-04;22941.76953125;23051.009765625;22547.529296875;22678.25;3994800000;-0.28
104;2025-03-05;23594.2109375;23636.650390625;23090.630859375;23200.419921875;4077700000;2.84
105;2025-03-06;24369.7109375;24410.9296875;23987.08984375;23987.08984375;4886300000;3.29
106;2025-03-07;24231.30078125;24669.619140625;24065.009765625;24182.01953125;4830800000;-0.57
107;2025-03-10;23783.490234375;24292.80078125;23632.419921875;24115.98046875;3684200000;-1.85
108;2025-03-11;23782.140625;23858.609375;23238.359375;23274.859375;3554100000;-0.01
109;2025-03-12;23600.310546875;23962.029296875;23363.98046875;23859.23046875;3632700000;-0.76
110;2025-03-13;23462.650390625;23712.609375;23198.73046875;23616.330078125;3231300000;-0.58
111;2025-03-14;23959.98046875;24113.529296875;23454.490234375;23653.330078125;4260100000;2.12
112;2025-03-17;24145.5703125;24352.470703125;24077.150390625;24226.0;3284200000;0.77
113;2025-03-18;24740.5703125;24745.130859375;24475.259765625;24679.349609375;3930700000;2.46
114;2025-03-19;24771.140625;24874.390625;24601.73046875;24697.630859375;3593000000;0.12
115;2025-03-20;24219.94921875;24753.150390625;24186.689453125;24753.150390625;4102200000;-2.23
116;2025-03-21;23689.720703125;24230.720703125;23577.779296875;24109.0703125;4931000000;-2.19
117;2025-03-24;23905.560546875;23967.509765625;23531.19921875;23749.580078125;3386100000;0.91
118;2025-03-25;23344.25;23747.3203125;23321.669921875;23643.3203125;4234400000;-2.35
119;2025-03-26;23483.3203125;23596.849609375;23350.73046875;23460.310546875;3116600000;0.6
120;2025-03-27;23578.80078125;23865.619140625;23372.359375;23543.859375;3790100000;0.41
121;2025-03-28;23426.599609375;23775.30078125;23254.30078125;23672.8203125;3540800000;-0.65
122;2025-03-31;23119.580078125;23399.73046875;23002.810546875;23207.0703125;4752800000;-1.31
123;2025-04-01;23206.83984375;23456.580078125;23123.349609375;23217.109375;3979700000;0.38
124;2025-04-02;23202.529296875;23393.029296875;22980.9609375;23167.310546875;3573500000;-0.02
125;2025-04-03;22849.810546875;22998.30078125;22638.2109375;22638.2109375;4249900000;-1.52
126;2025-04-07;19828.30078125;21047.830078125;19706.029296875;20730.05078125;12686500000;-13.22
127;2025-04-08;20127.6796875;20454.259765625;19745.140625;20157.51953125;8420700000;1.51
128;2025-04-09;20264.490234375;20441.140625;19260.2109375;19494.919921875;8672400000;0.68
129;2025-04-10;20681.779296875;21211.130859375;20530.4296875;20810.4296875;6611800000;2.06
130;2025-04-11;20914.689453125;21127.369140625;20444.0390625;20557.490234375;5139200000;1.13
131;2025-04-14;21417.400390625;21517.3203125;21224.55078125;21363.880859375;4538300000;2.4
132;2025-04-15;21466.26953125;21603.51953125;21297.58984375;21603.51953125;2942800000;0.23
133;2025-04-16;21056.98046875;21363.5703125;20868.359375;21316.470703125;3441800000;-1.91
134;2025-04-17;21395.140625;21417.640625;21039.16015625;21066.810546875;2892800000;1.61
135;2025-04-22;21562.3203125;21592.669921875;21191.01953125;21303.509765625;3883600000;0.78
136;2025-04-23;22072.619140625;22138.810546875;21862.869140625;22080.189453125;3585300000;2.37
137;2025-04-24;21909.759765625;22093.6796875;21712.099609375;22030.150390625;2985800000;-0.74
138;2025-04-25;21980.740234375;22267.9609375;21923.900390625;22080.439453125;3025700000;0.32
139;2025-04-28;21971.9609375;22072.349609375;21817.849609375;22072.349609375;2466000000;-0.04
140;2025-04-29;22008.109375;22213.509765625;21918.099609375;22073.359375;3045200000;0.16
141;2025-04-30;22119.41015625;22129.310546875;21848.330078125;22038.73046875;4682300000;0.51
142;2025-05-02;22504.6796875;22532.5390625;22058.30078125;22192.509765625;1831000000;1.74
143;2025-05-06;22662.7109375;22747.630859375;22449.16015625;22576.560546875;3317400000;0.7
144;2025-05-07;22691.880859375;23197.5703125;22691.880859375;23169.830078125;3694100000;0.13
145;2025-05-08;22775.919921875;22979.2890625;22589.130859375;22589.130859375;2773700000;0.37
146;2025-05-09;22867.740234375;22907.91015625;22692.439453125;22856.2109375;2635900000;0.4
147;2025-05-12;23549.4609375;23685.33984375;22982.91015625;23183.810546875;5161400000;2.98
148;2025-05-13;23108.26953125;23494.439453125;23070.48046875;23494.439453125;3475900000;-1.87
149;2025-05-14;23640.650390625;23640.650390625;23278.220703125;23316.44921875;3742900000;2.3
150;2025-05-15;23453.16015625;23710.8203125;23371.73046875;23644.400390625;2887600000;-0.79
151;2025-05-16;23345.05078125;23374.69921875;23190.310546875;23249.16015625;2759500000;-0.46
152;2025-05-19;23332.720703125;23402.19921875;23059.890625;23156.26953125;2814000000;-0.05
153;2025-05-20;23681.48046875;23709.0390625;23357.0;23398.349609375;3290600000;1.49
154;2025-05-21;23827.779296875;23917.0;23697.759765625;23736.4296875;3463700000;0.62
155;2025-05-22;23544.310546875;23778.240234375;23470.810546875;23748.580078125;3397700000;-1.19
156;2025-05-23;23601.259765625;23749.380859375;23487.400390625;23557.380859375;3348700000;0.24
157;2025-05-26;23282.330078125;23571.01953125;23234.26953125;23505.900390625;3381800000;-1.35
158;2025-05-27;23381.990234375;23419.55078125;23167.560546875;23216.869140625;3081400000;0.43
159;2025-05-28;23258.310546875;23476.220703125;23180.169921875;23385.1796875;2874700000;-0.53
160;2025-05-29;23573.380859375;23603.8203125;23207.369140625;23240.7109375;3711300000;1.35
161;2025-05-30;23289.76953125;23375.33984375;23163.220703125;23339.640625;5293500000;-1.2
162;2025-06-02;23157.970703125;23163.349609375;22668.349609375;23043.099609375;2309300000;-0.57
163;2025-06-03;23512.490234375;23535.369140625;23281.099609375;23281.099609375;3676300000;1.53
164;2025-06-04;23654.029296875;23716.9296875;23481.4609375;23499.779296875;3498700000;0.6
165;2025-06-05;23906.970703125;23911.140625;23732.310546875;23828.689453125;3272600000;1.07
166;2025-06-06;23792.5390625;23951.140625;23773.359375;23941.5703125;4376700000;-0.48
167;2025-06-09;24181.4296875;24181.4296875;23957.9609375;23977.5390625;3987200000;1.63
168;2025-06-10;24162.869140625;24296.470703125;24003.380859375;24231.310546875;3685200000;-0.08
169;2025-06-11;24366.939453125;24439.349609375;24179.349609375;24191.3203125;3703300000;0.84
170;2025-06-12;24035.380859375;24288.759765625;24002.419921875;24223.119140625;4328700000;-1.36
171;2025-06-13;23892.560546875;24100.3203125;23774.919921875;23959.810546875;4926000000;-0.59
172;2025-06-16;24060.990234375;24125.05078125;23718.720703125;23791.7890625;3825900000;0.7
173;2025-06-17;23980.30078125;24131.439453125;23880.669921875;24107.33984375;3374200000;-0.34
174;2025-06-18;23710.689453125;23880.240234375;23631.48046875;23859.55078125;3264300000;-1.12
175;2025-06-19;23237.740234375;23653.55078125;23185.580078125;23620.01953125;3871900000;-1.99
176;2025-06-20;23530.48046875;23538.630859375;23291.400390625;23291.400390625;4801500000;1.26
177;2025-06-23;23689.130859375;23689.130859375;23272.75;23335.509765625;3225900000;0.67
178;2025-06-24;24177.0703125;24229.2109375;23832.73046875;23832.73046875;3995700000;2.06
179;2025-06-25;24474.669921875;24533.390625;24287.859375;24327.8203125;3724300000;1.23
180;2025-06-26;24325.400390625;24411.48046875;24235.5390625;24345.2890625;3258500000;-0.61
181;2025-06-27;24284.150390625;24471.529296875;24194.849609375;24451.189453125;4341600000;-0.17
182;2025-06-30;24072.279296875;24274.91015625;24064.259765625;24274.91015625;3775900000;-0.87
183;2025-07-02;24221.41015625;24372.69921875;24122.5703125;24304.310546875;4061300000;0.62
184;2025-07-03;24069.939453125;24269.140625;23920.0;24234.279296875;3594900000;-0.63
185;2025-07-04;23916.060546875;24068.509765625;23690.939453125;23900.689453125;4021200000;-0.64
186;2025-07-07;23887.830078125;23910.94921875;23713.779296875;23828.849609375;2516500000;-0.12
187;2025-07-08;24148.0703125;24159.009765625;23899.599609375;23927.529296875;3039900000;1.09
188;2025-07-09;23892.3203125;24061.080078125;23827.150390625;24061.080078125;3197600000;-1.06
189;2025-07-10;24028.369140625;24087.58984375;23820.580078125;23865.640625;3501100000;0.57
190;2025-07-11;24139.5703125;24506.30078125;24033.119140625;24033.119140625;4142000000;0.46
191;2025-07-14;24203.3203125;24267.83984375;24097.3203125;24100.5703125;2730300000;0.26
192;2025-07-15;24590.119140625;24590.119140625;24141.880859375;24281.939453125;3774900000;1.6
193;2025-07-16;24517.759765625;24867.810546875;24517.75;24704.05078125;3381700000;-0.29
194;2025-07-17;24498.94921875;24672.509765625;24447.9296875;24547.080078125;3208300000;-0.08
195;2025-07-18;24825.66015625;24825.66015625;24630.7890625;24757.830078125;2904200000;1.33
196;2025-07-21;24994.140625;25010.900390625;24844.80078125;24991.140625;3609000000;0.68
197;2025-07-22;25130.029296875;25130.029296875;24900.58984375;25024.9296875;3822400000;0.54
198;2025-07-23;25538.0703125;25538.0703125;25228.009765625;25348.30078125;4139800000;1.62
199;2025-07-24;25667.1796875;25735.890625;25502.490234375;25528.220703125;3595700000;0.51
200;2025-07-25;25388.349609375;25585.73046875;25355.310546875;25531.58984375;3406300000;-1.09
201;2025-07-28;25562.130859375;25667.400390625;25399.359375;25458.869140625;3425400000;0.68
202;2025-07-29;25524.44921875;25530.419921875;25252.3203125;25454.830078125;3745000000;-0.15
203;2025-07-30;25176.9296875;25499.5703125;25082.19921875;25335.2109375;4667600000;-1.36
204;2025-07-31;24773.330078125;25000.060546875;24744.919921875;24982.869140625;4186400000;-1.6
205;2025-08-01;24507.810546875;24856.5390625;24507.630859375;24744.33984375;3765300000;-1.07
206;2025-08-04;24733.44921875;24748.759765625;24372.509765625;24431.880859375;2851300000;0.92
207;2025-08-05;24902.529296875;24925.900390625;24686.849609375;24746.810546875;3058000000;0.68
208;2025-08-06;24910.630859375;25002.970703125;24806.4609375;24864.150390625;2449800000;0.03
209;2025-08-07;25081.630859375;25115.16015625;24820.599609375;24982.5;2937800000;0.69
210;2025-08-08;24858.8203125;24999.109375;24812.119140625;24968.310546875;2487400000;-0.89
211;2025-08-11;24906.810546875;24969.30078125;24775.73046875;24946.55078125;2525200000;0.19
212;2025-08-12;24969.6796875;25016.2890625;24801.130859375;24824.0703125;2368600000;0.25
213;2025-08-13;25613.669921875;25613.669921875;25176.51953125;25176.51953125;3271700000;2.58
214;2025-08-14;25519.3203125;25766.619140625;25449.80078125;25766.619140625;3330000000;-0.37
215;2025-08-15;25270.0703125;25356.5390625;25167.810546875;25322.099609375;4157900000;-0.98
216;2025-08-18;25176.849609375;25466.099609375;25176.849609375;25293.33984375;3720500000;-0.37
217;2025-08-19;25122.900390625;25260.580078125;25083.19921875;25241.2890625;3195500000;-0.21
218;2025-08-20;25165.939453125;25210.900390625;24887.9296875;24968.5703125;2984200000;0.17
219;2025-08-21;25104.609375;25216.419921875;25000.849609375;25216.419921875;2861000000;-0.24
220;2025-08-22;25339.140625;25349.080078125;25140.080078125;25205.0390625;3359400000;0.93
221;2025-08-25;25829.91015625;25918.859375;25590.619140625;25606.880859375;4143300000;1.94
222;2025-08-26;25524.919921875;25819.69921875;25524.919921875;25714.91015625;3635400000;-1.18
223;2025-08-27;25201.759765625;25653.919921875;25140.169921875;25626.169921875;3871200000;-1.27
224;2025-08-28;24998.8203125;25093.650390625;24808.779296875;25030.5390625;4178800000;-0.81
225;2025-08-29;25077.619140625;25277.509765625;25066.849609375;25095.44921875;3818100000;0.32
226;2025-09-01;25617.419921875;25638.33984375;25471.349609375;25508.2109375;4316800000;2.15
227;2025-09-02;25496.55078125;25724.73046875;25416.609375;25587.970703125;3811100000;-0.47
228;2025-09-03;25343.4296875;25789.990234375;25276.869140625;25660.650390625;3186200000;-0.6
229;2025-09-04;25058.509765625;25494.44921875;25013.259765625;25489.130859375;3630300000;-1.12
230;2025-09-05;25417.98046875;25471.80078125;25090.650390625;25136.240234375;3739400000;1.43
231;2025-09-08;25633.91015625;25664.009765625;25387.810546875;25440.009765625;3655000000;0.85
232;2025-09-09;25938.130859375;26027.939453125;25675.279296875;25711.0703125;3632700000;1.19
233;2025-09-10;26200.259765625;26296.599609375;26017.5;26042.41015625;3793200000;1.01
234;2025-09-11;26086.3203125;26241.4609375;25878.970703125;25987.490234375;3992500000;-0.43
235;2025-09-12;26388.16015625;26585.94921875;26329.66015625;26539.439453125;3332500000;1.16
236;2025-09-15;26446.560546875;26532.75;26280.23046875;26308.91015625;2857700000;0.22
237;2025-09-16;26438.509765625;26601.58984375;26332.2109375;26536.630859375;2882500000;-0.03
238;2025-09-17;26908.390625;26936.5;26540.5703125;26554.189453125;3700800000;1.78
239;2025-09-18;26544.849609375;27058.029296875;26322.080078125;26863.689453125;4114200000;-1.35
240;2025-09-19;26545.099609375;26637.640625;26414.109375;26583.029296875;4165900000;0.0
241;2025-09-22;26344.140625;26479.140625;26204.009765625;26459.51953125;3298400000;-0.76
242;2025-09-23;26159.119140625;26454.08984375;26003.669921875;26435.580078125;3124500000;-0.7
243;2025-09-24;26518.650390625;26562.880859375;26057.259765625;26073.689453125;3023200000;1.37
244;2025-09-25;26484.6796875;26640.529296875;26403.51953125;26536.130859375;3687000000;-0.13
245;2025-09-26;26128.19921875;26406.05078125;26072.9296875;26272.30078125;3440600000;-1.35
246;2025-09-29;26622.880859375;26687.720703125;26321.5703125;26321.5703125;3502800000;1.89
247;2025-09-30;26855.560546875;26888.400390625;26558.279296875;26674.16015625;3501900000;0.87
248;2025-10-02;27287.119140625;27381.83984375;26918.30078125;26918.30078125;2324600000;1.61
249;2025-10-03;27140.919921875;27262.0;26972.7109375;27221.4609375;1392000000;-0.54
250;2025-10-06;26957.76953125;27145.169921875;26873.33984375;27003.919921875;1131600000;-0.67
251;2025-10-08;26829.4609375;26906.19921875;26517.44921875;26900.640625;2105700000;-0.48
252;2025-10-09;26752.58984375;26978.41015625;26480.580078125;26862.029296875;4013900000;-0.29
253;2025-10-10;26290.3203125;26558.869140625;26247.0390625;26523.890625;3432000000;-1.73
254;2025-10-13;25889.48046875;25895.619140625;25336.08984375;25634.0;5172800000;-1.52
255;2025-10-14;25441.349609375;26102.6796875;25331.640625;25969.2109375;4753200000;-1.73
256;2025-10-15;25910.599609375;25982.2109375;25593.44921875;25714.890625;3503900000;1.84
257;2025-10-16;25888.509765625;26062.80078125;25687.3203125;25890.009765625;3380900000;-0.09
258;2025-10-17;25247.099609375;25859.8203125;25145.33984375;25851.939453125;4008400000;-2.48
259;2025-10-20;25858.830078125;25912.76953125;25710.609375;25884.4609375;2901600000;2.42
260;2025-10-21;26027.55078125;26367.349609375;26017.720703125;26160.240234375;3065000000;0.65
261;2025-10-22;25781.76953125;25947.880859375;25653.75;25897.619140625;2830300000;-0.94
262;2025-10-23;25967.98046875;26080.83984375;25591.66015625;25718.529296875;3104000000;0.72
263;2025-10-24;26160.150390625;26239.9609375;26063.990234375;26177.109375;2592100000;0.74
264;2025-10-27;26433.69921875;26495.970703125;26319.220703125;26495.970703125;3164600000;1.05
265;2025-10-28;26346.140625;26519.240234375;26245.330078125;26508.75;2857300000;-0.33
266;2025-10-30;26282.689453125;26588.890625;26138.7890625;26545.919921875;4318800000;-0.24
267;2025-10-31;25906.650390625;26283.9609375;25906.650390625;26263.009765625;3378200000;-1.43
268;2025-11-03;26158.359375;26217.119140625;25920.26953125;25999.169921875;1789700000;0.97
269;2025-11-04;25952.400390625;26291.650390625;25911.7890625;26148.0703125;3421200000;-0.79
270;2025-11-05;25935.41015625;25980.900390625;25496.130859375;25701.630859375;2770000000;-0.07
271;2025-11-06;26485.900390625;26490.7109375;26061.580078125;26061.580078125;2705200000;2.12
272;2025-11-07;26241.830078125;26371.4609375;26167.23046875;26350.740234375;2695900000;-0.92
273;2025-11-10;26649.060546875;26668.890625;26302.9296875;26319.400390625;3124500000;1.55
274;2025-11-11;26696.41015625;26788.4296875;26511.25;26748.08984375;2417600000;0.18
275;2025-11-12;26922.73046875;27016.400390625;26739.08984375;26754.9296875;3437300000;0.85
276;2025-11-13;27073.029296875;27188.810546875;26733.2109375;26779.48046875;3285700000;0.56
277;2025-11-14;26572.4609375;26881.880859375;26535.419921875;26660.310546875;2809900000;-1.85
278;2025-11-17;26384.279296875;26531.80078125;26252.359375;26441.69921875;2521100000;-0.71
279;2025-11-18;25930.029296875;26188.8203125;25821.83984375;26172.26953125;3514100000;-1.72
280;2025-11-19;25830.650390625;26045.369140625;25742.0703125;25954.23046875;2886700000;-0.38
281;2025-11-20;25835.5703125;26046.759765625;25692.130859375;25999.779296875;2979200000;0.02
282;2025-11-21;25220.01953125;25483.669921875;25178.630859375;25460.419921875;3957900000;-2.38
283;2025-11-24;25716.5;25770.44921875;25369.2890625;25452.869140625;4422700000;1.97
284;2025-11-25;25894.55078125;26069.220703125;25740.5390625;25948.900390625;2962100000;0.69
285;2025-11-26;25928.080078125;26136.26953125;25907.060546875;26046.740234375;2564700000;0.13
286;2025-11-27;25945.9296875;26123.689453125;25822.66015625;25945.5390625;2682700000;0.07
287;2025-11-28;25858.890625;26011.060546875;25807.55078125;26011.060546875;1961600000;-0.34
288;2025-12-01;26033.259765625;26179.720703125;25913.98046875;25945.869140625;2318600000;0.67
289;2025-12-02;26095.05078125;26264.130859375;25989.44921875;26188.55078125;2453000000;0.24
290;2025-12-03;25760.73046875;25996.880859375;25724.8203125;25980.890625;2176600000;-1.28
291;2025-12-04;25935.900390625;25990.73046875;25649.30078125;25804.009765625;2169200000;0.68
292;2025-12-05;26085.080078125;26131.609375;25758.169921875;25833.109375;2973100000;0.58
293;2025-12-08;25765.359375;26151.4609375;25755.009765625;26067.859375;2923100000;-1.23
294;2025-12-09;25434.23046875;25820.310546875;25386.580078125;25780.970703125;2858700000;-1.29
295;2025-12-10;25540.779296875;25540.779296875;25257.609375;25435.490234375;2729900000;0.42
296;2025-12-11;25530.509765625;25801.33984375;25471.5;25710.609375;2352600000;-0.04
297;2025-12-12;25976.7890625;26006.470703125;25697.4296875;25761.41015625;3219500000;1.75
298;2025-12-15;25628.880859375;25824.439453125;25609.279296875;25718.140625;2803200000;-1.34
299;2025-12-16;25235.41015625;25547.919921875;25086.5390625;25547.919921875;2917700000;-1.54
300;2025-12-17;25468.779296875;25494.939453125;25168.189453125;25243.58984375;2471900000;0.92
301;2025-12-18;25498.130859375;25511.83984375;25261.380859375;25330.830078125;2613500000;0.12
302;2025-12-19;25690.529296875;25747.009765625;25545.919921875;25634.220703125;3358000000;0.75
